,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches
18,Miralem Pjanić,ba BIH,MF,30.0,19,6,627.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.6,1.6,18.0,61.0,11.0,0.0,0.0,0.0,0.0,0.0,0.14,0.09,0.22,0.14,0.22,Matches
19,Ansu Fati,es ESP,FW,17.0,7,6,431.0,4.8,4.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,1.8,1.8,1.7,3.5,32.0,12.0,60.0,0.84,0.0,0.84,0.84,0.84,0.37,0.36,0.73,0.37,0.73,Matches
20,Ilaix Moriba,gn GUI,MF,17.0,14,4,542.0,6.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.9,1.7,16.0,25.0,20.0,0.17,0.33,0.5,0.17,0.5,0.13,0.15,0.29,0.13,0.29,Matches
21,Francisco Trincão,pt POR,"FW,MF",20.0,28,3,706.0,7.8,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,2.6,2.6,0.4,3.0,22.0,28.0,92.0,0.38,0.25,0.64,0.38,0.64,0.33,0.05,0.39,0.33,0.39,Matches
22,Junior Firpo,do DOM,"DF,MF",23.0,7,3,289.0,3.2,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.7,0.7,0.8,1.4,8.0,7.0,22.0,0.31,0.31,0.62,0.31,0.62,0.21,0.24,0.45,0.21,0.45,Matches
23,Riqui Puig,es ESP,"MF,FW",20.0,14,2,292.0,3.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.2,0.8,11.0,34.0,15.0,0.31,0.0,0.31,0.31,0.31,0.2,0.05,0.25,0.2,0.25,Matches
24,Carles Aleñá,es ESP,MF,22.0,2,0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches
25,Álex Collado,es ESP,MF,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
26,Konrad De La Fuente,us USA,FW,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
27,Matheus Fernandes,br BRA,MF,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
28,Iñaki Peña,es ESP,GK,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
29,Rafinha,br BRA,MF,27.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
30,Santi Ramos Mingo,ar ARG,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
31,Arnau Tenas,es ESP,GK,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
32,Squad Total,,,26.4,38,418,3420.0,38.0,80.0,51.0,131.0,76.0,4.0,8.0,72.0,2.0,73.5,67.1,53.2,120.2,972.0,2157.0,2144.0,2.11,1.34,3.45,2.0,3.34,1.94,1.4,3.33,1.77,3.16,
33,Opponent Total,,,27.4,38,418,3420.0,38.0,36.0,20.0,56.0,31.0,5.0,5.0,76.0,6.0,40.8,36.9,25.4,62.3,529.0,1038.0,1027.0,0.95,0.53,1.47,0.82,1.34,1.07,0.67,1.74,0.97,1.64,
