,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches
17,Willian José,br BRA,FW,28.0,13,8,689.0,7.7,3.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,3.1,2.3,1.2,3.6,3.0,19.0,29.0,0.39,0.13,0.52,0.39,0.52,0.41,0.16,0.57,0.3,0.47,Matches
18,Modibo Sagnan,ml MLI,DF,21.0,16,7,622.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,0.3,0.9,10.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.09,0.04,0.13,0.09,0.13,Matches
19,Joseba Zaldúa,es ESP,DF,28.0,12,6,639.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,1.0,1.1,12.0,13.0,44.0,0.0,0.0,0.0,0.0,0.0,0.01,0.15,0.16,0.01,0.16,Matches
20,Asier Illarramendi,es ESP,MF,30.0,6,6,337.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,29.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
21,Martín Merquelanz,es ESP,"MF,FW",25.0,13,4,549.0,6.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,2.1,3.3,18.0,19.0,58.0,0.0,0.16,0.16,0.0,0.16,0.2,0.34,0.54,0.2,0.54,Matches
22,Roberto López,es ESP,"MF,FW",20.0,17,4,505.0,5.6,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.5,7.0,30.0,29.0,0.53,0.0,0.53,0.53,0.53,0.1,0.18,0.27,0.1,0.27,Matches
23,Carlos Fernández,es ESP,"FW,MF",24.0,11,4,390.0,4.3,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,1.1,1.1,0.7,1.8,3.0,10.0,33.0,0.23,0.46,0.69,0.23,0.69,0.26,0.16,0.41,0.26,0.41,Matches
24,Diego Llorente,es ESP,DF,26.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
25,Urko González,es ESP,MF,19.0,2,1,47.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches
26,Jon Bautista,es ESP,FW,25.0,21,0,370.0,4.1,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.9,0.9,0.3,1.2,5.0,3.0,26.0,0.0,0.24,0.24,0.0,0.24,0.23,0.07,0.3,0.23,0.3,Matches
