,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches
0,Jan Oblak,si SVN,GK,27.0,38,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1,Koke,es ESP,MF,28.0,37,34,3021.0,33.6,1.0,2.0,3.0,1.0,0.0,0.0,9.0,0.0,2.0,2.0,3.1,5.1,39.0,250.0,42.0,0.03,0.06,0.09,0.03,0.09,0.06,0.09,0.15,0.06,0.15,Matches
2,Marcos Llorente,es ESP,"MF,FW",25.0,37,33,2956.0,32.8,12.0,11.0,23.0,12.0,0.0,0.0,6.0,0.0,3.4,3.4,5.6,9.0,90.0,140.0,215.0,0.37,0.33,0.7,0.37,0.7,0.1,0.17,0.28,0.1,0.28,Matches
3,Stefan Savić,me MNE,DF,29.0,33,33,2953.0,32.8,1.0,0.0,1.0,1.0,0.0,0.0,14.0,0.0,0.8,0.8,0.1,0.9,30.0,103.0,2.0,0.03,0.0,0.03,0.03,0.03,0.03,0.0,0.03,0.03,0.03,Matches
4,Mario Hermoso,es ESP,DF,25.0,31,30,2578.0,28.6,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,1.1,1.1,0.6,1.6,30.0,172.0,23.0,0.03,0.03,0.07,0.03,0.07,0.04,0.02,0.06,0.04,0.06,Matches
5,Luis Suárez,uy URU,FW,33.0,32,30,2508.0,27.9,21.0,3.0,24.0,18.0,3.0,3.0,6.0,0.0,16.2,13.9,3.0,16.8,30.0,46.0,171.0,0.75,0.11,0.86,0.65,0.75,0.58,0.11,0.69,0.5,0.6,Matches
6,Ángel Correa,ar ARG,"FW,MF",25.0,38,29,2393.0,26.6,9.0,8.0,17.0,9.0,0.0,0.0,3.0,0.0,7.8,7.7,5.7,13.4,64.0,84.0,186.0,0.34,0.3,0.64,0.34,0.64,0.29,0.21,0.51,0.29,0.51,Matches
7,Kieran Trippier,eng ENG,DF,29.0,28,28,2475.0,27.5,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,3.6,3.8,43.0,169.0,196.0,0.0,0.22,0.22,0.0,0.22,0.0,0.13,0.14,0.0,0.14,Matches
8,Yannick Carrasco,be BEL,"DF,MF",26.0,30,25,2179.0,24.2,6.0,10.0,16.0,6.0,0.0,0.0,6.0,0.0,5.2,5.2,6.0,11.2,146.0,86.0,212.0,0.25,0.41,0.66,0.25,0.66,0.21,0.25,0.46,0.21,0.46,Matches
9,Felipe,br BRA,DF,31.0,31,23,2057.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.5,1.5,0.3,1.8,5.0,36.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08,Matches
10,Saúl Ñíguez,es ESP,"MF,DF",25.0,33,22,2033.0,22.6,2.0,1.0,3.0,2.0,0.0,1.0,10.0,0.0,2.8,1.9,1.7,3.7,19.0,82.0,93.0,0.09,0.04,0.13,0.09,0.13,0.12,0.08,0.2,0.08,0.16,Matches
11,José María Giménez,uy URU,DF,25.0,21,20,1765.0,19.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.1,1.1,0.2,1.4,11.0,59.0,4.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,Matches
12,Thomas Lemar,fr FRA,MF,24.0,27,19,1366.0,15.2,1.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,1.6,1.6,2.0,3.6,37.0,78.0,102.0,0.07,0.2,0.26,0.07,0.26,0.1,0.13,0.24,0.1,0.24,Matches
13,João Félix,pt POR,"FW,MF",20.0,31,14,1572.0,17.5,7.0,5.0,12.0,6.0,1.0,2.0,6.0,0.0,5.5,3.9,4.3,8.1,49.0,73.0,94.0,0.4,0.29,0.69,0.34,0.63,0.31,0.24,0.56,0.22,0.47,Matches
14,Renan Lodi,br BRA,"DF,FW",22.0,23,11,1129.0,12.5,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.8,0.8,1.8,2.6,44.0,36.0,126.0,0.08,0.16,0.24,0.08,0.24,0.06,0.14,0.21,0.06,0.21,Matches
15,Héctor Herrera,mx MEX,MF,30.0,16,8,682.0,7.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.7,1.0,4.0,48.0,7.0,0.0,0.13,0.13,0.0,0.13,0.04,0.09,0.13,0.04,0.13,Matches
16,Šime Vrsaljko,hr CRO,"FW,DF",28.0,9,6,519.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,24.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
17,Geoffrey Kondogbia,cf CTA,MF,27.0,25,4,611.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.4,0.6,14.0,37.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.09,0.02,0.09,Matches
