,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches
0,Rui Silva,pt POR,GK,26.0,32,32,2880.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1,Dimitri Foulquier,fr FRA,DF,27.0,32,32,2663.0,29.6,0.0,4.0,4.0,0.0,0.0,0.0,7.0,0.0,0.8,0.8,1.5,2.3,49.0,63.0,68.0,0.0,0.14,0.14,0.0,0.14,0.03,0.05,0.08,0.03,0.08,Matches
2,Germán Sánchez,es ESP,DF,33.0,34,29,2638.0,29.3,3.0,1.0,4.0,3.0,0.0,0.0,11.0,1.0,2.3,2.3,0.1,2.4,5.0,45.0,5.0,0.1,0.03,0.14,0.1,0.14,0.08,0.0,0.08,0.08,0.08,Matches
3,Domingos Duarte,pt POR,DF,25.0,29,27,2363.0,26.3,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,1.4,1.4,0.5,1.9,17.0,79.0,3.0,0.04,0.0,0.04,0.04,0.04,0.05,0.02,0.07,0.05,0.07,Matches
4,Yangel Herrera,ve VEN,MF,22.0,32,25,2310.0,25.7,3.0,1.0,4.0,3.0,0.0,0.0,7.0,0.0,2.6,2.6,1.0,3.5,13.0,117.0,36.0,0.12,0.04,0.16,0.12,0.16,0.1,0.04,0.14,0.1,0.14,Matches
5,Antonio Puertas,es ESP,"FW,MF",28.0,35,22,2170.0,24.1,3.0,5.0,8.0,3.0,0.0,0.0,6.0,0.0,3.3,3.3,2.3,5.6,49.0,47.0,140.0,0.12,0.21,0.33,0.12,0.33,0.14,0.1,0.23,0.14,0.23,Matches
6,Darwin Machís,ve VEN,"FW,MF",27.0,32,21,2026.0,22.5,5.0,5.0,10.0,5.0,0.0,1.0,1.0,0.0,5.1,4.3,5.0,9.3,68.0,37.0,119.0,0.22,0.22,0.44,0.22,0.44,0.22,0.22,0.45,0.19,0.41,Matches
7,Carlos Neva,es ESP,DF,24.0,22,21,1797.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.3,0.8,17.0,34.0,54.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches
8,Luis Javier Suárez,co COL,"FW,MF",22.0,27,18,1666.0,18.5,5.0,1.0,6.0,5.0,0.0,0.0,6.0,0.0,6.4,6.4,2.0,8.4,33.0,33.0,90.0,0.27,0.05,0.32,0.27,0.32,0.34,0.11,0.45,0.34,0.45,Matches
9,Maxime Gonalons,fr FRA,MF,31.0,25,18,1480.0,16.4,0.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,0.2,0.2,1.0,1.2,18.0,68.0,8.0,0.0,0.06,0.06,0.0,0.06,0.01,0.06,0.07,0.01,0.07,Matches
10,Kenedy,br BRA,"FW,MF",24.0,28,18,1471.0,16.3,4.0,3.0,7.0,4.0,0.0,0.0,3.0,0.0,2.0,2.0,2.7,4.7,30.0,23.0,59.0,0.24,0.18,0.43,0.24,0.43,0.12,0.16,0.29,0.12,0.29,Matches
11,Jorge Molina,es ESP,FW,38.0,33,17,1615.0,17.9,8.0,2.0,10.0,8.0,0.0,1.0,3.0,0.0,6.0,5.2,2.3,7.5,7.0,56.0,95.0,0.45,0.11,0.56,0.45,0.56,0.33,0.13,0.46,0.29,0.42,Matches
12,Ángel Montoro,es ESP,MF,32.0,22,17,1362.0,15.1,1.0,1.0,2.0,0.0,1.0,1.0,6.0,0.0,1.3,0.5,2.7,3.2,1.0,91.0,22.0,0.07,0.07,0.13,0.0,0.07,0.09,0.18,0.26,0.04,0.21,Matches
13,Roberto Soldado,es ESP,FW,35.0,29,16,1438.0,16.0,9.0,0.0,9.0,7.0,2.0,2.0,8.0,1.0,5.6,4.1,0.6,4.7,12.0,19.0,82.0,0.56,0.0,0.56,0.44,0.44,0.35,0.04,0.39,0.26,0.29,Matches
14,Yan Brice Eteki,cm CMR,MF,22.0,25,16,1321.0,14.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.3,0.3,0.1,0.4,0.0,24.0,9.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches
15,Jesús Vallejo,es ESP,DF,23.0,21,15,1348.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.1,0.1,0.1,0.2,8.0,37.0,4.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
16,Luis Milla,es ESP,MF,25.0,16,14,1253.0,13.9,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,2.3,2.9,11.0,56.0,21.0,0.07,0.07,0.14,0.07,0.14,0.04,0.17,0.21,0.04,0.21,Matches
17,Quini,es ESP,DF,30.0,19,12,1191.0,13.2,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.4,0.4,0.2,0.7,18.0,30.0,48.0,0.08,0.0,0.08,0.08,0.08,0.03,0.02,0.05,0.03,0.05,Matches
18,Fede Vico,es ESP,"MF,FW",26.0,20,9,767.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,1.0,1.8,28.0,29.0,46.0,0.0,0.0,0.0,0.0,0.0,0.09,0.12,0.21,0.09,0.21,Matches
19,Nehuén Pérez,ar ARG,DF,20.0,14,9,741.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.7,0.7,0.0,0.7,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches
20,Víctor Díaz,es ESP,DF,32.0,17,7,828.0,9.2,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.5,0.9,8.0,32.0,9.0,0.0,0.22,0.22,0.0,0.22,0.05,0.05,0.1,0.05,0.1,Matches
21,Aarón Escandell,es ESP,GK,24.0,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
22,Domingos Quina,pt POR,MF,20.0,8,5,341.0,3.8,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.3,0.3,0.2,0.5,5.0,10.0,14.0,0.53,0.0,0.53,0.53,0.53,0.08,0.05,0.13,0.08,0.13,Matches
23,Alberto Soro,es ESP,"FW,MF",21.0,15,3,393.0,4.4,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.3,1.1,6.0,15.0,24.0,0.23,0.46,0.69,0.23,0.69,0.17,0.08,0.25,0.17,0.25,Matches
24,Adrián Marín,es ESP,"DF,MF",23.0,9,3,269.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.3,5.0,17.0,2.0,0.0,0.33,0.33,0.0,0.33,0.02,0.08,0.1,0.02,0.1,Matches
25,Pepe Sánchez,es ESP,DF,20.0,3,3,253.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches
26,Ramon Azeez,ng NGA,MF,27.0,2,1,101.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches
27,Ángel,es ESP,GK,18.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
28,Barcia,es ESP,DF,19.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
29,Isma Ruiz,es ESP,MF,19.0,1,1,67.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
30,Kingsley Fobi,gh GHA,DF,21.0,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
31,Dani Plomer,es ESP,FW,21.0,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
32,Juan Brunet,ar ARG,MF,22.0,2,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
33,Álvaro Bravo,es ESP,MF,22.0,1,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
34,Eris Abedini,xk KVX,MF,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
35,Aranda,es ESP,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
36,Antonio Cortés,es ESP,FW,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
37,João Paulo Santos Costa,pt POR,GK,24.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
38,Echu,es ESP,MF,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
