,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches
0,Robin Le Normand,es ESP,DF,24.0,37,37,3330.0,37.0,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,1.5,1.5,0.5,2.0,27.0,115.0,4.0,0.03,0.03,0.05,0.03,0.05,0.04,0.01,0.05,0.04,0.05,Matches
1,Álex Remiro,es ESP,GK,26.0,35,35,3150.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2,Mikel Merino,es ESP,MF,25.0,34,33,2890.0,32.1,3.0,2.0,5.0,3.0,0.0,0.0,8.0,0.0,4.1,4.1,3.6,7.6,30.0,204.0,92.0,0.09,0.06,0.16,0.09,0.16,0.13,0.11,0.24,0.13,0.24,Matches
3,Martín Zubimendi,es ESP,MF,22.0,36,26,2591.0,28.8,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,2.2,2.2,0.6,2.8,24.0,129.0,23.0,0.07,0.03,0.1,0.07,0.1,0.08,0.02,0.1,0.08,0.1,Matches
4,Alexander Isak,se SWE,FW,21.0,32,26,2140.0,23.8,6.0,2.0,8.0,4.0,2.0,2.0,6.0,0.0,9.8,8.2,3.2,11.4,58.0,43.0,160.0,0.25,0.08,0.34,0.17,0.25,0.41,0.13,0.55,0.35,0.48,Matches
5,Andoni Gorosabel,es ESP,DF,24.0,32,25,2289.0,25.4,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,2.7,3.2,51.0,99.0,110.0,0.0,0.16,0.16,0.0,0.16,0.02,0.11,0.13,0.02,0.13,Matches
6,Aritz Elustondo,es ESP,DF,27.0,30,22,2105.0,23.4,4.0,1.0,5.0,4.0,0.0,0.0,3.0,1.0,1.6,1.6,0.1,1.7,20.0,85.0,12.0,0.17,0.04,0.21,0.17,0.21,0.07,0.0,0.07,0.07,0.07,Matches
7,David Silva,es ESP,MF,35.0,25,22,1720.0,19.1,2.0,4.0,6.0,2.0,0.0,0.0,4.0,1.0,3.1,3.1,4.5,7.5,65.0,147.0,105.0,0.1,0.21,0.31,0.1,0.31,0.16,0.24,0.39,0.16,0.39,Matches
8,Alexander Sørloth,no NOR,FW,25.0,33,20,1763.0,19.6,4.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,5.9,5.9,3.4,9.4,55.0,33.0,112.0,0.2,0.0,0.2,0.2,0.2,0.3,0.18,0.48,0.3,0.48,Matches
9,Mikel Oyarzabal,es ESP,"FW,MF",24.0,22,19,1671.0,18.6,9.0,3.0,12.0,5.0,4.0,5.0,0.0,1.0,9.3,5.4,3.7,9.0,51.0,46.0,144.0,0.48,0.16,0.65,0.27,0.43,0.5,0.2,0.7,0.29,0.49,Matches
