Unnamed: 0,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Team,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,Playing Time_MP
20,Héctor Herrera,mx MEX,!merged,MF,31.0,21.0,8,859.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,0.5,0.8,14.0,60.0,15.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09,Matches,
21,Saúl Ñíguez,es ESP,!merged,"FW,MF",26.0,3.0,2,201.0,2.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,4.0,5.0,10.0,0.0,0.45,0.45,0.0,0.45,0.14,0.05,0.19,0.14,0.19,Matches,
22,Javier Serrano,es ESP,!merged,MF,18.0,5.0,1,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
23,Daniel Wass,dk DEN,!merged,"DF,FW",32.0,1.0,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
24,Carlos Martín,es ESP,!merged,DF,19.0,1.0,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
25,Giuliano Simeone,ar ARG,!merged,MF,18.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
26,Benjamin Lecomte,fr FRA,!merged,GK,30.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,Matches,
27,Pablo Barrios,es ESP,!merged,MF,18.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
28,Ibrahima Camara,es ESP,!merged,DF,18.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
29,Sergio Camello,es ESP,!merged,FW,20.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
30,Sergio Diez Roldan,es ESP,!merged,DF,18.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
31,Antonio Gomis,es ESP,!merged,GK,18.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
32,Ivo Grbić,hr CRO,!merged,GK,25.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
33,Manu Lama,es ESP,!merged,DF,20.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
34,Alberto Moreno,es ESP,!merged,MF,19.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
35,Marco Moreno,es ESP,!merged,DF,20.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
36,Nehuén Pérez,ar ARG,!merged,DF,21.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
37,Joan Rojas,es ESP,!merged,DF,21.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
38,Ivan Šaponjić,rs SRB,!merged,FW,23.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
39,Squad Total,,!merged,,28.1,38.0,418,3420.0,38.0,63.0,45.0,108.0,59.0,4.0,5.0,111.0,7.0,54.4,50.6,40.2,90.8,705.0,1463.0,1456.0,1.66,1.18,2.84,1.55,2.74,1.43,1.06,2.49,1.33,2.39,,
40,Opponent Total,,!merged,,27.6,38.0,418,3420.0,38.0,40.0,28.0,68.0,33.0,7.0,8.0,102.0,4.0,33.4,27.4,20.8,48.2,495.0,1320.0,1304.0,1.05,0.74,1.79,0.87,1.61,0.88,0.55,1.43,0.72,1.27,,
0,Jeremías Ledesma,ar ARG,!merged,GK,28.0,38.0,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
1,Alfonso Espino,uy URU,!merged,DF,29.0,37.0,37,3329.0,37.0,2.0,2.0,4.0,2.0,0.0,0.0,6.0,0.0,1.7,1.5,2.5,4.0,62.0,124.0,123.0,0.05,0.05,0.11,0.05,0.11,0.05,0.07,0.11,0.04,0.11,Matches,
2,Álvaro Negredo,es ESP,!merged,FW,35.0,34.0,24,2157.0,24.0,7.0,2.0,9.0,5.0,2.0,3.0,3.0,0.0,7.3,4.9,2.7,7.6,20.0,50.0,104.0,0.29,0.08,0.38,0.21,0.29,0.3,0.11,0.42,0.21,0.32,Matches,
3,Fali,es ESP,!merged,"DF,MF",27.0,28.0,23,1803.0,20.0,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,0.7,0.7,1.4,2.0,9.0,49.0,6.0,0.0,0.1,0.1,0.0,0.1,0.03,0.07,0.1,0.03,0.1,Matches,
4,Álex Fernández,es ESP,!merged,MF,28.0,32.0,22,2051.0,22.8,3.0,2.0,5.0,2.0,1.0,2.0,2.0,0.0,3.0,1.5,1.3,2.7,48.0,122.0,44.0,0.13,0.09,0.22,0.09,0.18,0.13,0.06,0.19,0.06,0.12,Matches,
5,Carlos Akapo,gq EQG,!merged,DF,28.0,25.0,21,1844.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,0.3,0.8,35.0,51.0,52.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches,
6,Anthony Lozano,hn HON,!merged,"FW,MF",28.0,31.0,21,1672.0,18.6,7.0,2.0,9.0,7.0,0.0,0.0,8.0,0.0,5.1,5.0,0.9,5.9,43.0,25.0,84.0,0.38,0.11,0.48,0.38,0.48,0.27,0.05,0.32,0.27,0.32,Matches,
7,Víctor Chust,es ESP,!merged,DF,21.0,25.0,20,1830.0,20.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,0.0,0.7,17.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,
8,Rubén Sobrino,es ESP,!merged,"FW,MF",29.0,33.0,19,1861.0,20.7,4.0,1.0,5.0,4.0,0.0,0.0,4.0,0.0,5.4,5.3,1.8,7.1,36.0,38.0,87.0,0.19,0.05,0.24,0.19,0.24,0.26,0.09,0.35,0.26,0.35,Matches,
9,Isaac Carcelen,es ESP,!merged,"DF,MF",28.0,25.0,17,1544.0,17.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.5,0.9,29.0,62.0,32.0,0.0,0.06,0.06,0.0,0.06,0.02,0.03,0.05,0.02,0.05,Matches,
10,Salvi,es ESP,!merged,"MF,FW",30.0,23.0,17,1395.0,15.5,2.0,1.0,3.0,2.0,0.0,1.0,3.0,1.0,2.6,1.8,1.2,3.0,36.0,25.0,88.0,0.13,0.06,0.19,0.13,0.19,0.17,0.08,0.24,0.12,0.19,Matches,
11,Jens Jønsson,dk DEN,!merged,MF,28.0,22.0,17,1303.0,14.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.9,1.3,4.0,20.0,13.0,0.0,0.07,0.07,0.0,0.07,0.03,0.06,0.09,0.03,0.09,Matches,
12,Varazdat Haroyan,am ARM,!merged,DF,28.0,17.0,16,1437.0,16.0,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,0.7,0.7,0.1,0.8,5.0,22.0,5.0,0.06,0.0,0.06,0.06,0.06,0.05,0.01,0.05,0.05,0.05,Matches,
13,Tomás Alarcón,cl CHI,!merged,MF,22.0,23.0,16,1425.0,15.8,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.1,1.1,1.1,2.2,6.0,55.0,13.0,0.0,0.06,0.06,0.0,0.06,0.07,0.07,0.14,0.07,0.14,Matches,
14,Luis Hernández,es ESP,!merged,DF,32.0,16.0,15,1366.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.5,0.5,0.2,0.7,7.0,58.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.05,0.03,0.05,Matches,
15,Rubén Alcaraz,es ESP,!merged,MF,30.0,14.0,12,1105.0,12.3,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,1.3,1.3,0.9,2.3,26.0,87.0,21.0,0.16,0.0,0.16,0.16,0.16,0.11,0.08,0.18,0.11,0.18,Matches,
16,Iván Alejo,es ESP,!merged,"MF,FW",26.0,20.0,11,1065.0,11.8,2.0,2.0,4.0,2.0,0.0,0.0,7.0,0.0,1.4,1.4,1.8,3.2,63.0,25.0,88.0,0.17,0.17,0.34,0.17,0.34,0.12,0.15,0.27,0.12,0.27,Matches,
17,Lucas Pérez,es ESP,!merged,"FW,MF",32.0,15.0,11,1060.0,11.8,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,3.3,3.3,3.7,7.0,17.0,41.0,61.0,0.25,0.17,0.42,0.25,0.42,0.28,0.31,0.59,0.28,0.59,Matches,
18,Oussama Idrissi,ma MAR,!merged,MF,25.0,12.0,11,902.0,10.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.8,3.8,37.0,35.0,83.0,0.1,0.1,0.2,0.1,0.2,0.2,0.18,0.38,0.2,0.38,Matches,
19,Cala,es ESP,!merged,DF,31.0,14.0,10,947.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.7,0.7,0.5,1.2,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.11,0.06,0.11,Matches,
20,Fede San Emeterio,es ESP,!merged,MF,24.0,12.0,10,830.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.3,0.3,1.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,
21,Alberto Perea,es ESP,!merged,MF,30.0,18.0,8,777.0,8.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.9,0.9,0.6,1.4,32.0,53.0,72.0,0.0,0.12,0.12,0.0,0.12,0.1,0.07,0.16,0.1,0.16,Matches,
22,Santiago Arzamendia,py PAR,!merged,MF,23.0,14.0,5,469.0,5.2,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.3,9.0,3.0,23.0,0.19,0.0,0.19,0.19,0.19,0.04,0.01,0.05,0.04,0.05,Matches,
23,Chapela,es ESP,!merged,"MF,FW",22.0,9.0,4,398.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,6.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches,
24,José Mari,es ESP,!merged,MF,33.0,11.0,4,386.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.3,0.3,0.0,0.4,8.0,25.0,5.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,
25,Milutin Osmajić,me MNE,!merged,"FW,MF",22.0,10.0,2,257.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,
26,Álvaro Bastida,es ESP,!merged,MF,17.0,6.0,2,197.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
27,Álvaro Jiménez,es ESP,!merged,"MF,FW",26.0,9.0,1,234.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,11.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,Matches,
28,Florin Andone,ro ROU,!merged,FW,28.0,5.0,1,176.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.12,0.05,0.16,0.12,0.16,Matches,
29,Marcos Mauro López Gutiérrez,ar ARG,!merged,DF,30.0,3.0,1,136.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
30,Martín,es ESP,!merged,MF,22.0,6.0,1,115.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,
31,Raúl Parra,es ESP,!merged,DF,21.0,2.0,1,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
32,Pedro Benito,es ESP,!merged,FW,21.0,1.0,0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
33,Juan Flere,ar ARG,!merged,GK,23.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
34,David Gil,es ESP,!merged,GK,27.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
35,Victor Wehbi,br BRA,!merged,GK,18.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
36,Squad Total,,!merged,,28.5,38.0,418,3420.0,38.0,35.0,21.0,56.0,32.0,3.0,6.0,105.0,3.0,39.5,34.8,24.6,59.4,571.0,1080.0,1063.0,0.92,0.55,1.47,0.84,1.39,1.04,0.65,1.69,0.91,1.56,,
37,Opponent Total,,!merged,,27.6,38.0,418,3420.0,38.0,51.0,31.0,82.0,40.0,11.0,13.0,98.0,6.0,48.3,38.2,30.4,68.5,735.0,1805.0,1789.0,1.34,0.82,2.16,1.05,1.87,1.27,0.8,2.07,1.0,1.8,,
0,Matías Dituro,ar ARG,!merged,GK,34.0,38.0,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
1,Javi Galán,es ESP,!merged,DF,26.0,37.0,37,3298.0,36.6,0.0,3.0,3.0,0.0,0.0,0.0,8.0,0.0,0.5,0.4,2.4,2.8,123.0,104.0,233.0,0.0,0.08,0.08,0.0,0.08,0.01,0.06,0.08,0.01,0.08,Matches,
2,Iago Aspas,es ESP,!merged,FW,33.0,37.0,36,3087.0,34.3,18.0,5.0,23.0,15.0,3.0,5.0,9.0,0.0,14.1,10.2,5.9,16.1,112.0,108.0,296.0,0.52,0.15,0.67,0.44,0.58,0.41,0.17,0.58,0.3,0.47,Matches,
3,Brais Méndez,es ESP,!merged,MF,24.0,37.0,36,3021.0,33.6,4.0,5.0,9.0,4.0,0.0,0.0,8.0,0.0,4.6,4.6,3.3,7.9,57.0,195.0,161.0,0.12,0.15,0.27,0.12,0.27,0.14,0.1,0.24,0.14,0.24,Matches,
4,Denis Suárez,es ESP,!merged,MF,27.0,38.0,33,2819.0,31.3,4.0,6.0,10.0,4.0,0.0,0.0,4.0,0.0,2.2,2.2,4.4,6.6,100.0,216.0,78.0,0.13,0.19,0.32,0.13,0.32,0.07,0.14,0.21,0.07,0.21,Matches,
5,Fran Beltrán,es ESP,!merged,MF,22.0,37.0,31,2597.0,28.9,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.4,0.4,0.3,0.7,18.0,131.0,22.0,0.03,0.0,0.03,0.03,0.03,0.01,0.01,0.02,0.01,0.02,Matches,
6,Joseph Aidoo,gh GHA,!merged,DF,25.0,32.0,30,2637.0,29.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.3,0.6,25.0,110.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,
7,Santi Mina,es ESP,!merged,FW,25.0,33.0,30,2367.0,26.3,7.0,3.0,10.0,7.0,0.0,1.0,4.0,0.0,8.5,7.7,2.6,10.3,23.0,36.0,135.0,0.27,0.11,0.38,0.27,0.38,0.32,0.1,0.42,0.29,0.39,Matches,
8,Néstor Araujo,mx MEX,!merged,DF,29.0,34.0,29,2617.0,29.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.2,0.5,47.0,83.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,
9,Hugo Mallo,es ESP,!merged,DF,30.0,21.0,21,1826.0,20.3,1.0,1.0,2.0,1.0,0.0,0.0,5.0,2.0,0.9,0.9,2.7,3.6,38.0,90.0,136.0,0.05,0.05,0.1,0.05,0.1,0.04,0.14,0.18,0.04,0.18,Matches,
10,Franco Cervi,ar ARG,!merged,MF,27.0,33.0,21,1801.0,20.0,4.0,3.0,7.0,4.0,0.0,0.0,5.0,0.0,3.1,3.1,1.1,4.1,35.0,61.0,86.0,0.2,0.15,0.35,0.2,0.35,0.15,0.05,0.21,0.15,0.21,Matches,
11,Kevin Vázquez,es ESP,!merged,DF,28.0,17.0,16,1334.0,14.8,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,1.2,1.6,15.0,44.0,80.0,0.0,0.07,0.07,0.0,0.07,0.03,0.08,0.11,0.03,0.11,Matches,
12,Nolito,es ESP,!merged,MF,34.0,32.0,15,1384.0,15.4,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.9,2.9,1.9,4.8,10.0,73.0,66.0,0.13,0.0,0.13,0.13,0.13,0.19,0.12,0.31,0.19,0.31,Matches,
13,Renato Tapia,pe PER,!merged,MF,26.0,29.0,13,1412.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.5,0.5,0.3,0.8,10.0,65.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches,
14,Jeison Murillo,co COL,!merged,DF,29.0,19.0,12,1117.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.5,0.5,0.0,0.5,9.0,46.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,
15,Thiago Galhardo,br BRA,!merged,"FW,MF",32.0,31.0,9,1148.0,12.8,2.0,2.0,4.0,2.0,0.0,0.0,5.0,0.0,3.4,3.4,1.9,5.3,14.0,23.0,61.0,0.16,0.16,0.31,0.16,0.31,0.27,0.15,0.41,0.27,0.41,Matches,
16,Augusto Solari,ar ARG,!merged,"MF,DF",29.0,26.0,4,714.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,0.5,0.8,15.0,18.0,53.0,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.1,0.04,0.1,Matches,
17,Carlos Dominguez,es ESP,!merged,DF,20.0,8.0,3,344.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,
18,José Fontán,es ESP,!merged,DF,21.0,9.0,3,276.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.1,0.3,3.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.08,0.06,0.08,Matches,
19,Okay Yokuşlu,tr TUR,!merged,"DF,MF",27.0,8.0,1,140.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,
20,Gabriel Veiga,es ESP,!merged,MF,19.0,7.0,0,108.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,5.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches,
21,Orbelín Pineda,mx MEX,!merged,"MF,FW",25.0,7.0,0,99.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.6,1.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.47,0.02,0.5,0.47,0.5,Matches,
22,Hugo Álvarez,es ESP,!merged,FW,18.0,1.0,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,1.39,1.39,1.39,Matches,
23,Miguel Baeza,es ESP,!merged,DF,21.0,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
24,Hugo Sotelo,es ESP,!merged,FW,17.0,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
25,Alfon,es ESP,!merged,FW,22.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
26,Rubén Blanco,es ESP,!merged,GK,26.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
27,Gaizka Campos Bahillo,es ESP,!merged,GK,24.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
28,Coke Carrillo,es ESP,!merged,GK,19.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
29,Thomas Carrique,fr FRA,!merged,DF,22.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
30,Javier Castro,es ESP,!merged,DF,20.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
31,César Fernández,es ESP,!merged,GK,17.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
32,Fernando Medrano,es ESP,!merged,DF,21.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
33,Damián Rodríguez,es ESP,!merged,MF,18.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
34,Squad Total,,!merged,,28.4,38.0,418,3420.0,38.0,43.0,29.0,72.0,40.0,3.0,6.0,87.0,3.0,43.1,38.3,28.8,67.2,665.0,1447.0,1434.0,1.13,0.76,1.89,1.05,1.82,1.13,0.76,1.89,1.01,1.77,,
35,Opponent Total,,!merged,,27.4,38.0,418,3420.0,38.0,41.0,29.0,70.0,37.0,4.0,8.0,103.0,5.0,45.7,39.4,28.7,68.0,547.0,1251.0,1241.0,1.08,0.76,1.84,0.97,1.74,1.2,0.75,1.96,1.04,1.79,,
0,Johan Mojica,co COL,!merged,DF,28.0,33.0,32,2855.0,31.7,2.0,5.0,7.0,2.0,0.0,0.0,4.0,1.0,0.8,0.8,5.3,6.2,108.0,128.0,157.0,0.06,0.16,0.22,0.06,0.22,0.03,0.17,0.19,0.03,0.19,Matches,
1,Omar Mascarell,gq EQG,!merged,MF,28.0,32.0,30,2493.0,27.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.5,0.5,0.2,0.6,12.0,92.0,7.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02,Matches,
2,Enzo Roco,cl CHI,!merged,DF,28.0,30.0,29,2552.0,28.4,1.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,1.3,1.3,0.1,1.4,12.0,42.0,8.0,0.04,0.0,0.04,0.04,0.04,0.05,0.0,0.05,0.05,0.05,Matches,
3,Fidel,es ESP,!merged,MF,31.0,33.0,29,2261.0,25.1,5.0,6.0,11.0,4.0,1.0,1.0,9.0,0.0,2.8,2.0,4.4,6.4,64.0,135.0,136.0,0.2,0.24,0.44,0.16,0.4,0.11,0.17,0.28,0.08,0.25,Matches,
4,Édgar Badía,es ESP,!merged,GK,29.0,24.0,24,2160.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
5,Helibelton Palacios,co COL,!merged,DF,28.0,26.0,22,1931.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.1,0.1,0.1,0.2,31.0,52.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,
6,Lucas Boyé,ar ARG,!merged,FW,25.0,24.0,22,1713.0,19.0,7.0,3.0,10.0,7.0,0.0,0.0,3.0,0.0,4.6,4.6,2.0,6.5,37.0,37.0,89.0,0.37,0.16,0.53,0.37,0.53,0.24,0.1,0.34,0.24,0.34,Matches,
7,Gerard Gumbau,es ESP,!merged,MF,26.0,31.0,20,1890.0,21.0,0.0,4.0,4.0,0.0,0.0,0.0,8.0,1.0,0.7,0.7,2.8,3.5,17.0,85.0,16.0,0.0,0.19,0.19,0.0,0.19,0.04,0.13,0.17,0.04,0.17,Matches,
8,Diego González,es ESP,!merged,DF,26.0,28.0,19,1793.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.3,0.3,0.0,0.3,6.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,
9,Pedro Bigas,es ESP,!merged,DF,30.0,19.0,19,1551.0,17.2,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.6,0.6,0.3,0.9,14.0,59.0,5.0,0.06,0.0,0.06,0.06,0.06,0.03,0.02,0.05,0.03,0.05,Matches,
10,Tete Morente,es ESP,!merged,MF,24.0,32.0,18,1632.0,18.1,3.0,3.0,6.0,3.0,0.0,0.0,4.0,0.0,3.0,3.0,1.8,4.8,59.0,50.0,135.0,0.17,0.17,0.33,0.17,0.33,0.16,0.1,0.26,0.16,0.26,Matches,
