Unnamed: 0,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,Unnamed: 4_level_0_MP
2,Casemiro,br BRA,MF,28.0,,32,2901.0,32.2,6.0,4.0,10.0,6.0,0.0,0.0,11.0,1.0,6.2,6.2,2.7,8.8,20.0,135.0,45.0,0.19,0.12,0.31,0.19,0.31,0.19,0.08,0.27,0.19,0.27,Matches,34.0
3,Luka Modrić,hr CRO,MF,34.0,,32,2733.0,30.4,5.0,3.0,8.0,5.0,0.0,0.0,4.0,0.0,2.3,2.3,4.6,6.9,67.0,283.0,108.0,0.16,0.1,0.26,0.16,0.26,0.08,0.15,0.23,0.08,0.23,Matches,35.0
4,Raphaël Varane,fr FRA,DF,27.0,,31,2715.0,30.2,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.8,2.8,0.3,3.1,28.0,98.0,5.0,0.07,0.0,0.07,0.07,0.07,0.09,0.01,0.1,0.09,0.1,Matches,31.0
5,Ferland Mendy,fr FRA,DF,25.0,,24,2208.0,24.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.8,0.8,0.9,1.7,87.0,97.0,149.0,0.04,0.0,0.04,0.04,0.04,0.03,0.04,0.07,0.03,0.07,Matches,26.0
6,Toni Kroos,de GER,MF,30.0,,24,2117.0,23.5,3.0,10.0,13.0,3.0,0.0,0.0,6.0,0.0,2.3,2.3,6.9,9.1,43.0,269.0,47.0,0.13,0.43,0.55,0.13,0.55,0.1,0.29,0.39,0.1,0.39,Matches,28.0
7,Nacho,es ESP,DF,30.0,,22,2000.0,22.2,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,1.1,1.1,0.3,1.4,42.0,72.0,37.0,0.05,0.0,0.05,0.05,0.05,0.05,0.01,0.06,0.05,0.06,Matches,24.0
8,Vinicius Júnior,br BRA,FW,20.0,,22,1969.0,21.9,3.0,3.0,6.0,3.0,0.0,0.0,3.0,0.0,6.5,6.5,4.8,11.3,127.0,54.0,283.0,0.14,0.14,0.27,0.14,0.27,0.3,0.22,0.52,0.3,0.52,Matches,35.0
9,Marco Asensio,es ESP,"FW,MF",24.0,,21,1869.0,20.8,5.0,2.0,7.0,5.0,0.0,0.0,1.0,0.0,3.8,3.8,3.3,7.0,92.0,82.0,166.0,0.24,0.1,0.34,0.24,0.34,0.18,0.16,0.34,0.18,0.34,Matches,35.0
10,Lucas Vázquez,es ESP,"DF,FW",29.0,,21,1848.0,20.5,2.0,5.0,7.0,2.0,0.0,0.0,3.0,0.0,1.8,1.8,4.1,5.9,51.0,97.0,201.0,0.1,0.24,0.34,0.1,0.34,0.09,0.2,0.29,0.09,0.29,Matches,24.0
11,Federico Valverde,uy URU,MF,22.0,,15,1330.0,14.8,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,2.3,2.3,3.1,5.4,41.0,96.0,54.0,0.2,0.07,0.27,0.2,0.27,0.15,0.21,0.36,0.15,0.36,Matches,24.0
12,Sergio Ramos,es ESP,DF,34.0,,15,1275.0,14.2,2.0,0.0,2.0,0.0,2.0,2.0,3.0,0.0,4.2,2.6,0.4,3.0,21.0,98.0,2.0,0.14,0.0,0.14,0.0,0.0,0.3,0.03,0.33,0.19,0.21,Matches,15.0
13,Éder Militão,br BRA,DF,22.0,,13,1133.0,12.6,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.1,1.1,0.0,1.1,13.0,24.0,5.0,0.08,0.0,0.08,0.08,0.08,0.08,0.0,0.08,0.08,0.08,Matches,14.0
14,Marcelo,br BRA,"DF,MF",32.0,,12,1050.0,11.7,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,1.5,2.0,24.0,96.0,92.0,0.0,0.17,0.17,0.0,0.17,0.04,0.13,0.17,0.04,0.17,Matches,16.0
15,Dani Carvajal,es ESP,DF,28.0,,11,950.0,10.6,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.5,0.5,0.8,1.2,21.0,48.0,62.0,0.0,0.19,0.19,0.0,0.19,0.04,0.07,0.11,0.04,0.11,Matches,13.0
16,Rodrygo,br BRA,FW,19.0,,10,983.0,10.9,1.0,6.0,7.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,3.7,5.6,45.0,28.0,99.0,0.09,0.55,0.64,0.09,0.64,0.18,0.34,0.52,0.18,0.52,Matches,22.0
17,Álvaro Odriozola,es ESP,DF,24.0,,9,829.0,9.2,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,1.1,30.0,14.0,64.0,0.22,0.0,0.22,0.22,0.22,0.06,0.06,0.12,0.06,0.12,Matches,13.0
18,Isco,es ESP,MF,28.0,,8,908.0,10.1,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.5,1.5,1.4,3.0,36.0,109.0,52.0,0.0,0.2,0.2,0.0,0.2,0.15,0.14,0.29,0.15,0.29,Matches,25.0
19,Eden Hazard,be BEL,"FW,MF",29.0,,7,532.0,5.9,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,1.2,1.2,0.8,2.0,25.0,20.0,71.0,0.51,0.34,0.85,0.51,0.85,0.21,0.14,0.34,0.21,0.34,Matches,14.0
20,Mariano,do DOM,FW,26.0,,5,513.0,5.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.7,1.7,0.1,1.8,7.0,8.0,30.0,0.18,0.0,0.18,0.18,0.18,0.29,0.02,0.31,0.29,0.31,Matches,16.0
21,Miguel Gutiérrez,es ESP,DF,19.0,,3,316.0,3.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,13.0,21.0,27.0,0.0,0.28,0.28,0.0,0.28,0.0,0.08,0.08,0.0,0.08,Matches,6.0
22,Martin Ødegaard,no NOR,MF,21.0,,3,234.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.6,7.0,20.0,18.0,0.0,0.0,0.0,0.0,0.0,0.07,0.16,0.23,0.07,0.23,Matches,7.0
23,Antonio Blanco,es ESP,"MF,FW",20.0,,2,220.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches,4.0
24,Luka Jović,rs SRB,FW,22.0,,2,149.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.1,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.55,0.06,0.62,0.55,0.62,Matches,4.0
25,Marvin,es ESP,"DF,MF",20.0,,2,133.0,1.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,6.0,6.0,10.0,0.0,0.68,0.68,0.0,0.68,0.04,0.07,0.11,0.04,0.11,Matches,4.0
26,Víctor Chust,es ESP,DF,20.0,,1,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2.0
27,Sergio Arribas,es ESP,"MF,FW",18.0,,0,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,8.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches,8.0
28,Hugo Duro,es ESP,FW,20.0,,0,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.1,0.12,0.22,0.1,0.22,Matches,2.0
29,Borja Mayoral,es ESP,FW,23.0,,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2.0
30,Altube,es ESP,GK,20.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,0.0
31,Óscar Aranda,es ESP,FW,18.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,0.0
32,Lucas Cañizares,es ESP,GK,18.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,0.0
33,Luis López,es ESP,GK,19.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,0.0
34,Andriy Lunin,ua UKR,GK,21.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,0.0
35,Pablo Ramon,es ESP,DF,19.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,0.0
36,Sergio Santos,es ESP,DF,19.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,0.0
37,Squad Total,,,27.9,,418,3420.0,38.0,64.0,53.0,117.0,61.0,3.0,3.0,59.0,2.0,61.5,59.2,47.4,106.5,963.0,1920.0,1909.0,1.68,1.39,3.08,1.61,3.0,1.62,1.25,2.87,1.56,2.8,,38.0
38,Opponent Total,,,27.5,,418,3420.0,38.0,27.0,17.0,44.0,20.0,7.0,8.0,87.0,3.0,37.6,31.3,24.4,55.7,545.0,1157.0,1148.0,0.71,0.45,1.16,0.53,0.97,0.99,0.64,1.63,0.82,1.47,,38.0
0,Álex Remiro,es ESP,GK,25.0,,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,38.0
1,Robin Le Normand,es ESP,DF,23.0,,30,2747.0,30.5,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,2.3,2.3,0.4,2.7,22.0,101.0,4.0,0.0,0.03,0.03,0.0,0.03,0.07,0.01,0.09,0.07,0.09,Matches,33.0
2,Mikel Oyarzabal,es ESP,"FW,MF",23.0,,30,2408.0,26.8,11.0,8.0,19.0,5.0,6.0,7.0,1.0,0.0,11.3,5.8,7.7,13.5,46.0,89.0,186.0,0.41,0.3,0.71,0.19,0.49,0.42,0.29,0.71,0.22,0.5,Matches,33.0
3,Alexander Isak,se SWE,FW,20.0,,30,2340.0,26.0,17.0,2.0,19.0,17.0,0.0,1.0,4.0,0.0,16.8,16.0,1.8,17.8,44.0,44.0,153.0,0.65,0.08,0.73,0.65,0.73,0.64,0.07,0.71,0.61,0.68,Matches,34.0
4,Andoni Gorosabel,es ESP,DF,23.0,,28,2382.0,26.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,2.6,3.3,55.0,107.0,127.0,0.0,0.04,0.04,0.0,0.04,0.03,0.1,0.12,0.03,0.12,Matches,32.0
5,Mikel Merino,es ESP,MF,24.0,,25,2154.0,23.9,2.0,4.0,6.0,2.0,0.0,0.0,5.0,0.0,3.6,3.6,3.4,7.0,28.0,181.0,75.0,0.08,0.17,0.25,0.08,0.25,0.15,0.14,0.29,0.15,0.29,Matches,26.0
6,Ander Guevara,es ESP,MF,23.0,,25,2081.0,23.1,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.4,0.4,0.7,1.1,31.0,140.0,21.0,0.04,0.04,0.09,0.04,0.09,0.02,0.03,0.05,0.02,0.05,Matches,31.0
7,Portu,es ESP,"FW,MF",28.0,,24,2184.0,24.3,8.0,3.0,11.0,8.0,0.0,0.0,3.0,0.0,5.9,5.9,3.7,9.6,56.0,38.0,201.0,0.33,0.12,0.45,0.33,0.45,0.24,0.15,0.39,0.24,0.39,Matches,37.0
8,Nacho Monreal,es ESP,DF,34.0,,23,2082.0,23.1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,1.3,2.5,24.0,71.0,119.0,0.04,0.04,0.09,0.04,0.09,0.05,0.06,0.11,0.05,0.11,Matches,26.0
9,Aritz Elustondo,es ESP,DF,26.0,,22,1884.0,20.9,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.5,0.5,0.2,0.8,27.0,112.0,12.0,0.05,0.0,0.05,0.05,0.05,0.03,0.01,0.04,0.03,0.04,Matches,23.0
10,Igor Zubeldia,es ESP,DF,23.0,,21,1959.0,21.8,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,1.3,1.3,0.6,1.9,17.0,75.0,3.0,0.05,0.05,0.09,0.05,0.09,0.06,0.03,0.09,0.06,0.09,Matches,24.0
11,Martín Zubimendi,es ESP,MF,21.0,,17,1882.0,20.9,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.7,0.7,0.6,1.3,25.0,117.0,11.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,31.0
12,David Silva,es ESP,MF,34.0,,17,1399.0,15.5,2.0,5.0,7.0,2.0,0.0,0.0,4.0,0.0,2.4,2.4,3.3,5.7,52.0,141.0,76.0,0.13,0.32,0.45,0.13,0.45,0.16,0.21,0.37,0.16,0.37,Matches,21.0
13,Aihen Muñoz,es ESP,DF,22.0,,14,1210.0,13.4,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.3,0.3,0.5,0.7,30.0,41.0,59.0,0.0,0.07,0.07,0.0,0.07,0.02,0.04,0.06,0.02,0.06,Matches,16.0
14,Ander Barrenetxea,es ESP,"MF,FW",18.0,,13,1307.0,14.5,3.0,0.0,3.0,3.0,0.0,0.0,7.0,0.0,1.9,1.9,1.9,3.8,37.0,37.0,106.0,0.21,0.0,0.21,0.21,0.21,0.13,0.13,0.26,0.13,0.26,Matches,31.0
15,Adnan Januzaj,be BEL,"FW,MF",25.0,,12,1014.0,11.3,4.0,5.0,9.0,1.0,3.0,3.0,2.0,0.0,5.0,2.6,4.0,6.6,45.0,67.0,116.0,0.36,0.44,0.8,0.09,0.53,0.44,0.35,0.79,0.23,0.58,Matches,27.0
16,Jon Guridi,es ESP,MF,25.0,,8,831.0,9.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.7,1.4,20.0,31.0,35.0,0.0,0.11,0.11,0.0,0.11,0.07,0.08,0.15,0.07,0.15,Matches,17.0
17,Willian José,br BRA,FW,28.0,,8,689.0,7.7,3.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,3.1,2.3,1.2,3.6,3.0,19.0,29.0,0.39,0.13,0.52,0.39,0.52,0.41,0.16,0.57,0.3,0.47,Matches,13.0
18,Modibo Sagnan,ml MLI,DF,21.0,,7,622.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,0.3,0.9,10.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.09,0.04,0.13,0.09,0.13,Matches,16.0
19,Joseba Zaldúa,es ESP,DF,28.0,,6,639.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,1.0,1.1,12.0,13.0,44.0,0.0,0.0,0.0,0.0,0.0,0.01,0.15,0.16,0.01,0.16,Matches,12.0
20,Asier Illarramendi,es ESP,MF,30.0,,6,337.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,29.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,6.0
21,Martín Merquelanz,es ESP,"MF,FW",25.0,,4,549.0,6.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,2.1,3.3,18.0,19.0,58.0,0.0,0.16,0.16,0.0,0.16,0.2,0.34,0.54,0.2,0.54,Matches,13.0
22,Roberto López,es ESP,"MF,FW",20.0,,4,505.0,5.6,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.5,7.0,30.0,29.0,0.53,0.0,0.53,0.53,0.53,0.1,0.18,0.27,0.1,0.27,Matches,17.0
23,Carlos Fernández,es ESP,"FW,MF",24.0,,4,390.0,4.3,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,1.1,1.1,0.7,1.8,3.0,10.0,33.0,0.23,0.46,0.69,0.23,0.69,0.26,0.16,0.41,0.26,0.41,Matches,11.0
24,Diego Llorente,es ESP,DF,26.0,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1.0
25,Urko González,es ESP,MF,19.0,,1,47.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,2.0
26,Jon Bautista,es ESP,FW,25.0,,0,370.0,4.1,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.9,0.9,0.3,1.2,5.0,3.0,26.0,0.0,0.24,0.24,0.0,0.24,0.23,0.07,0.3,0.23,0.3,Matches,21.0
27,Roberto Navarro,es ESP,MF,18.0,,0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.27,0.0,0.27,Matches,1.0
28,Jon Pacheco,es ESP,DF,19.0,,0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,Matches,1.0
29,Aritz Arambarri,es ESP,DF,22.0,,0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1.0
30,Miguel Ángel Moyá,es ESP,GK,36.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,0.0
31,Gaizka Ayesa,es ESP,GK,19.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,0.0
32,Jérémy Blasco,fr FRA,DF,21.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,0.0
33,Julen Lobete,es ESP,FW,19.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,0.0
34,Unai Marrero,es ESP,GK,18.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,0.0
35,Olasagasti,es ESP,MF,19.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,0.0
36,Beñat Turrientes,es ESP,MF,18.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,0.0
37,Andoni Zubiaurre,es ESP,GK,23.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,0.0
38,Squad Total,,,25.0,,418,3420.0,38.0,58.0,39.0,97.0,49.0,9.0,12.0,81.0,1.0,60.7,51.5,39.6,91.1,626.0,1554.0,1530.0,1.53,1.03,2.55,1.29,2.32,1.6,1.04,2.64,1.36,2.4,,38.0
39,Opponent Total,,,27.4,,418,3420.0,38.0,37.0,24.0,61.0,34.0,3.0,5.0,91.0,6.0,39.2,35.3,26.1,61.4,436.0,1011.0,1002.0,0.97,0.63,1.61,0.89,1.53,1.03,0.69,1.72,0.93,1.61,,38.0
0,Daniel Wass,dk DEN,"MF,DF",31.0,,35,2979.0,33.1,4.0,1.0,5.0,3.0,1.0,1.0,8.0,0.0,2.9,2.1,2.3,4.4,37.0,122.0,89.0,0.12,0.03,0.15,0.09,0.12,0.09,0.07,0.16,0.06,0.13,Matches,35.0
1,José Luis Gayà,es ESP,DF,25.0,,32,2846.0,31.6,1.0,7.0,8.0,1.0,0.0,0.0,6.0,0.0,2.6,2.6,3.9,6.5,62.0,119.0,201.0,0.03,0.22,0.25,0.03,0.25,0.08,0.12,0.21,0.08,0.21,Matches,33.0
2,Carlos Soler,es ESP,MF,23.0,,31,2735.0,30.4,11.0,8.0,19.0,4.0,7.0,9.0,7.0,0.0,9.5,2.4,4.7,7.1,46.0,153.0,30.0,0.36,0.26,0.63,0.13,0.39,0.31,0.15,0.47,0.08,0.23,Matches,32.0
3,Gabriel Paulista,br BRA,DF,29.0,,31,2716.0,30.2,4.0,1.0,5.0,4.0,0.0,0.0,6.0,0.0,1.0,1.0,0.5,1.5,9.0,81.0,4.0,0.13,0.03,0.17,0.13,0.17,0.03,0.02,0.05,0.03,0.05,Matches,31.0
4,Maxi Gómez,uy URU,FW,23.0,,31,2689.0,29.9,7.0,1.0,8.0,7.0,0.0,0.0,7.0,1.0,6.6,6.6,0.9,7.5,19.0,41.0,102.0,0.23,0.03,0.27,0.23,0.27,0.22,0.03,0.25,0.22,0.25,Matches,31.0
5,Jaume Doménech,es ESP,GK,29.0,,28,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,28.0
6,Gonçalo Guedes,pt POR,"MF,FW",23.0,,27,2287.0,25.4,5.0,5.0,10.0,5.0,0.0,0.0,3.0,1.0,3.7,3.7,4.0,7.7,111.0,115.0,154.0,0.2,0.2,0.39,0.2,0.39,0.15,0.16,0.3,0.15,0.3,Matches,31.0
7,Uroš Račić,rs SRB,MF,22.0,,25,2187.0,24.3,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,1.6,1.6,0.3,1.8,22.0,104.0,16.0,0.04,0.04,0.08,0.04,0.08,0.06,0.01,0.08,0.06,0.08,Matches,31.0
8,Thierry Correia,pt POR,DF,21.0,,25,2137.0,23.7,1.0,1.0,2.0,1.0,0.0,0.0,6.0,1.0,0.5,0.5,1.2,1.7,48.0,46.0,94.0,0.04,0.04,0.08,0.04,0.08,0.02,0.05,0.07,0.02,0.07,Matches,29.0
9,Mouctar Diakhaby,gn GUI,DF,23.0,,24,2079.0,23.1,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,1.2,1.2,0.0,1.2,7.0,47.0,8.0,0.04,0.0,0.04,0.04,0.04,0.05,0.0,0.05,0.05,0.05,Matches,26.0
10,Hugo Guillamón,es ESP,DF,20.0,,21,1988.0,22.1,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,0.7,0.7,0.1,0.8,18.0,93.0,1.0,0.05,0.0,0.05,0.05,0.05,0.03,0.01,0.04,0.03,0.04,Matches,25.0
11,Yunus Musah,us USA,MF,17.0,,17,1530.0,17.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,1.1,2.2,43.0,20.0,89.0,0.06,0.0,0.06,0.06,0.06,0.06,0.07,0.13,0.06,0.13,Matches,32.0
12,Lee Kang-in,kr KOR,"FW,MF",19.0,,15,1262.0,14.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,1.1,1.1,2.5,3.6,36.0,80.0,41.0,0.0,0.29,0.29,0.0,0.29,0.08,0.18,0.26,0.08,0.26,Matches,24.0
13,Denis Cheryshev,ru RUS,MF,29.0,,13,1101.0,12.2,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,2.4,3.4,37.0,37.0,95.0,0.0,0.25,0.25,0.0,0.25,0.08,0.19,0.28,0.08,0.28,Matches,21.0
14,Kévin Gameiro,fr FRA,FW,33.0,,10,1077.0,12.0,4.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,3.8,3.8,0.9,4.7,7.0,19.0,68.0,0.33,0.08,0.42,0.33,0.42,0.32,0.07,0.39,0.32,0.39,Matches,27.0
15,Jasper Cillessen,nl NED,GK,31.0,,10,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,10.0
16,Manu Vallejo,es ESP,"FW,MF",23.0,,9,950.0,10.6,5.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,4.2,4.2,0.8,4.9,22.0,25.0,60.0,0.47,0.0,0.47,0.47,0.47,0.4,0.07,0.47,0.4,0.47,Matches,30.0
17,Toni Lato,es ESP,DF,22.0,,8,728.0,8.1,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.7,0.7,0.2,0.8,6.0,19.0,30.0,0.12,0.0,0.12,0.12,0.12,0.08,0.02,0.1,0.08,0.1,Matches,15.0
18,Alejandro Blanco,es ESP,MF,21.0,,6,580.0,6.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.9,17.0,2.0,44.0,0.16,0.0,0.16,0.16,0.16,0.07,0.08,0.15,0.07,0.15,Matches,13.0
19,Geoffrey Kondogbia,cf CTA,MF,27.0,,5,440.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,5.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,5.0
20,Jason,es ESP,"MF,DF",26.0,,4,441.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.2,0.2,0.5,0.7,17.0,13.0,23.0,0.0,0.0,0.0,0.0,0.0,0.04,0.11,0.14,0.04,0.14,Matches,17.0
21,Eliaquim Mangala,fr FRA,DF,29.0,,4,321.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,7.0
22,Vicente Esquerdo,es ESP,MF,21.0,,3,231.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,4.0
23,Francisco Reis Ferreira,pt POR,DF,23.0,,2,181.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,3.0
24,Christian Oliva,uy URU,MF,24.0,,1,198.0,2.2,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,3.0,8.0,1.0,0.0,0.91,0.91,0.0,0.91,0.02,0.06,0.08,0.02,0.08,Matches,9.0
25,Guillem Molina,es ESP,DF,20.0,,1,153.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2.0
