Unnamed: 0,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Team,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,Playing Time_MP
18,Reinildo Mandava,mz MOZ,!merged,DF,29.0,16.0,7,731.0,8.1,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.9,0.9,0.6,1.5,10.0,36.0,17.0,0.25,0.12,0.37,0.25,0.37,0.1,0.08,0.18,0.1,0.18,Matches,
19,Gabriel Paulista,br BRA,!merged,DF,32.0,5.0,5,405.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches,
20,Yannick Carrasco,be BEL,!merged,DF,29.0,3.0,3,221.0,2.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,9.0,6.0,17.0,0.0,0.41,0.41,0.0,0.41,0.03,0.1,0.12,0.03,0.12,Matches,
21,Thomas Lemar,fr FRA,!merged,MF,27.0,3.0,3,164.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,5.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.1,0.09,0.1,Matches,
22,Arthur Vermeeren,be BEL,!merged,MF,18.0,5.0,2,162.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,2.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,
23,Çağlar Söyüncü,tr TUR,!merged,DF,27.0,6.0,1,114.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
24,Javi Galán,es ESP,!merged,DF,28.0,5.0,0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,3.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,
25,Salim El Jebari,ma MAR,!merged,MF,19.0,1.0,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
26,Abdellah Raihani,ma MAR,!merged,FW,19.0,1.0,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
27,Rayane Belaid,es ESP,!merged,DF,18.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
28,João Félix,pt POR,!merged,"FW,MF",23.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
29,Aitor Gismera,es ESP,!merged,MF,19.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
30,Antonio Gomis,es ESP,!merged,GK,20.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
31,Ivo Grbić,hr CRO,!merged,GK,27.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
32,Ilias Kostis,gr GRE,!merged,DF,20.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
33,Sergio Mestre,es ESP,!merged,GK,18.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
34,Horaţiu Moldovan,ro ROU,!merged,GK,25.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
35,Marco Moreno,es ESP,!merged,DF,22.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
36,Adrian Niño,es ESP,!merged,FW,19.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
37,Squad Total,,!merged,,29.2,38.0,418,3420.0,38.0,68.0,48.0,116.0,63.0,5.0,6.0,89.0,5.0,62.4,57.9,47.4,105.2,758.0,1597.0,1580.0,1.79,1.26,3.05,1.66,2.92,1.64,1.25,2.89,1.52,2.77,,
38,Opponent Total,,!merged,,26.9,38.0,418,3420.0,38.0,43.0,33.0,76.0,42.0,1.0,2.0,79.0,2.0,39.5,37.9,29.7,67.6,648.0,1544.0,1533.0,1.13,0.87,2.0,1.11,1.97,1.04,0.78,1.82,1.0,1.78,,
0,Rubén Alcaraz,es ESP,!merged,MF,32.0,,36,3134.0,34.8,3.0,1.0,4.0,1.0,2.0,2.0,14.0,0.0,3.3,1.7,1.4,3.1,27.0,154.0,37.0,0.09,0.03,0.11,0.03,0.06,0.09,0.04,0.13,0.05,0.09,Matches,36.0
1,Jeremías Ledesma,ar ARG,!merged,GK,30.0,,34,3048.0,33.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,34.0
2,Chris Ramos,es ESP,!merged,"FW,MF",26.0,,30,2612.0,29.0,5.0,1.0,6.0,5.0,0.0,0.0,5.0,0.0,10.1,10.1,1.7,11.7,31.0,28.0,102.0,0.17,0.03,0.21,0.17,0.21,0.35,0.06,0.4,0.35,0.4,Matches,37.0
3,Fali,es ESP,!merged,DF,29.0,,30,2547.0,28.3,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.8,0.8,0.1,0.9,16.0,82.0,10.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,30.0
4,Isaac Carcelen,es ESP,!merged,DF,30.0,,29,2611.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,1.0,1.6,25.0,75.0,70.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.06,0.02,0.06,Matches,35.0
5,Javi Hernández,es ESP,!merged,DF,25.0,,28,2514.0,27.9,1.0,2.0,3.0,1.0,0.0,0.0,10.0,0.0,1.4,1.4,2.1,3.5,40.0,94.0,57.0,0.04,0.07,0.11,0.04,0.11,0.05,0.07,0.13,0.05,0.13,Matches,30.0
6,Roberto Navarro,es ESP,!merged,"MF,FW",21.0,,24,1888.0,21.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.1,2.1,3.1,5.3,81.0,70.0,119.0,0.05,0.05,0.1,0.05,0.1,0.1,0.15,0.25,0.1,0.25,Matches,28.0
7,Víctor Chust,es ESP,!merged,DF,23.0,,22,1864.0,20.7,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,0.3,0.3,0.3,0.6,10.0,80.0,2.0,0.0,0.05,0.05,0.0,0.05,0.02,0.01,0.03,0.02,0.03,Matches,22.0
8,Iván Alejo,es ESP,!merged,MF,28.0,,21,1692.0,18.8,0.0,2.0,2.0,0.0,0.0,0.0,17.0,0.0,0.5,0.5,1.3,1.8,48.0,31.0,104.0,0.0,0.11,0.11,0.0,0.11,0.03,0.07,0.1,0.03,0.1,Matches,30.0
9,Gonzalo Escalante,ar ARG,!merged,MF,30.0,,18,1697.0,18.9,1.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,1.9,1.9,1.7,3.6,4.0,66.0,14.0,0.05,0.11,0.16,0.05,0.16,0.1,0.09,0.19,0.1,0.19,Matches,25.0
10,Rubén Sobrino,es ESP,!merged,"MF,FW",31.0,,18,1646.0,18.3,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1.0,1.8,1.8,2.3,4.1,27.0,34.0,78.0,0.0,0.05,0.05,0.0,0.05,0.1,0.12,0.22,0.1,0.22,Matches,32.0
11,Roger Martí,es ESP,!merged,FW,32.0,,18,1359.0,15.1,2.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,2.8,2.8,2.9,5.6,7.0,19.0,64.0,0.13,0.2,0.33,0.13,0.33,0.18,0.19,0.37,0.18,0.37,Matches,23.0
12,Lucas,br BRA,!merged,DF,22.0,,15,1539.0,17.1,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.8,0.8,1.9,2.7,30.0,47.0,65.0,0.06,0.0,0.06,0.06,0.06,0.05,0.11,0.16,0.05,0.16,Matches,28.0
13,Álex Fernández,es ESP,!merged,MF,30.0,,14,1285.0,14.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.8,1.0,11.0,52.0,26.0,0.0,0.07,0.07,0.0,0.07,0.02,0.05,0.07,0.02,0.07,Matches,26.0
14,Maxi Gómez,uy URU,!merged,FW,26.0,,12,1163.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.6,1.6,0.6,2.2,13.0,11.0,54.0,0.0,0.0,0.0,0.0,0.0,0.12,0.04,0.17,0.12,0.17,Matches,31.0
15,Darwin Machís,ve VEN,!merged,MF,30.0,,10,785.0,8.7,4.0,0.0,4.0,3.0,1.0,1.0,0.0,1.0,1.4,0.6,0.7,1.3,20.0,15.0,54.0,0.46,0.0,0.46,0.34,0.34,0.16,0.08,0.24,0.07,0.15,Matches,21.0
16,Juanmi,es ESP,!merged,FW,30.0,,9,873.0,9.7,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,2.5,2.5,1.6,4.2,7.0,12.0,40.0,0.31,0.1,0.41,0.31,0.41,0.26,0.17,0.43,0.26,0.43,Matches,16.0
17,Rominigue Kouamé,ml MLI,!merged,MF,26.0,,9,821.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.4,16.0,34.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,16.0
18,Joseba Zaldúa,es ESP,!merged,DF,31.0,,9,704.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.5,0.6,7.0,15.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,13.0
19,Luis Hernández,es ESP,!merged,DF,34.0,,8,723.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,0.4,1.3,2.0,31.0,1.0,0.12,0.0,0.12,0.12,0.12,0.12,0.04,0.16,0.12,0.16,Matches,9.0
20,Jorge Meré,es ESP,!merged,DF,26.0,,8,673.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,10.0
21,Aiham Ousou,sy SYR,!merged,DF,23.0,,5,430.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,6.0
22,David Gil,es ESP,!merged,GK,29.0,,4,372.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,5.0
23,Fede San Emeterio,es ESP,!merged,MF,26.0,,3,152.0,1.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.1,0.1,0.1,0.1,0.0,4.0,0.0,0.59,0.0,0.59,0.59,0.59,0.03,0.05,0.09,0.03,0.09,Matches,4.0
24,Mamadou Mbaye,sn SEN,!merged,DF,25.0,,2,288.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.0,0.3,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,4.0
25,Sergi Guardiola,es ESP,!merged,"FW,MF",32.0,,1,495.0,5.5,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.8,1.8,0.8,2.6,10.0,19.0,32.0,0.18,0.18,0.36,0.18,0.36,0.33,0.14,0.48,0.33,0.48,Matches,22.0
26,Brian Ocampo,uy URU,!merged,"MF,FW",24.0,,1,248.0,2.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.3,18.0,9.0,25.0,0.36,0.0,0.36,0.36,0.36,0.1,0.03,0.13,0.1,0.13,Matches,13.0
27,Diadie Samassékou,ml MLI,!merged,MF,27.0,,0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.04,0.03,0.04,Matches,4.0
28,Álvaro Negredo,es ESP,!merged,"FW,MF",37.0,,0,54.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.13,0.28,0.16,0.28,Matches,7.0
29,Karl Etta,cm CMR,!merged,FW,19.0,,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1.0
30,José Mari,es ESP,!merged,"MF,FW",35.0,,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.18,Matches,3.0
31,Milutin Osmajić,me MNE,!merged,MF,24.0,,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.8,2.26,1.46,2.26,Matches,1.0
32,Borja Vázquez,es ESP,!merged,FW,18.0,,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,0.0,1.7,Matches,1.0
33,Moussa Diakité,ml MLI,!merged,MF,19.0,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1.0
34,Nando Almodóvar,es ESP,!merged,GK,19.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,0.0
35,José Antonio,es ESP,!merged,FW,19.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,0.0
36,Álvaro Bastida,es ESP,!merged,MF,19.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,0.0
37,Alejandro Morata,es ESP,!merged,DF,17.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,0.0
38,Aristide Njalla,cm CMR,!merged,MF,20.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,0.0
39,Victor Wehbi,br BRA,!merged,GK,20.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,0.0
40,Squad Total,,!merged,,28.5,,418,3420.0,38.0,25.0,17.0,42.0,22.0,3.0,3.0,107.0,7.0,36.0,33.6,25.2,58.9,456.0,1017.0,996.0,0.66,0.45,1.11,0.58,1.03,0.95,0.66,1.61,0.88,1.55,,38.0
41,Opponent Total,,!merged,,27.3,,418,3420.0,38.0,54.0,37.0,91.0,52.0,2.0,2.0,97.0,4.0,52.3,50.7,40.2,90.9,787.0,1679.0,1662.0,1.42,0.97,2.39,1.37,2.34,1.38,1.06,2.43,1.34,2.39,,38.0
0,Jørgen Strand Larsen,no NOR,!merged,FW,23.0,37.0,36,2863.0,31.8,13.0,3.0,16.0,13.0,0.0,0.0,5.0,0.0,14.5,14.5,2.5,17.0,33.0,25.0,183.0,0.41,0.09,0.5,0.41,0.5,0.46,0.08,0.54,0.46,0.54,Matches,
1,Óscar Mingueza,es ESP,!merged,"DF,MF",24.0,38.0,33,2998.0,33.3,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,2.6,2.6,3.9,6.5,74.0,170.0,134.0,0.06,0.06,0.12,0.06,0.12,0.08,0.12,0.2,0.08,0.2,Matches,
2,Unai Núñez,es ESP,!merged,DF,26.0,34.0,31,2801.0,31.1,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.4,1.4,0.8,2.2,10.0,106.0,2.0,0.03,0.0,0.03,0.03,0.03,0.05,0.02,0.07,0.05,0.07,Matches,
3,Iago Aspas,es ESP,!merged,FW,35.0,35.0,31,2707.0,30.1,9.0,10.0,19.0,6.0,3.0,5.0,6.0,1.0,11.5,7.5,10.1,17.6,84.0,161.0,202.0,0.3,0.33,0.63,0.2,0.53,0.38,0.34,0.72,0.25,0.59,Matches,
4,Fran Beltrán,es ESP,!merged,MF,24.0,33.0,28,2428.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,1.1,1.8,28.0,134.0,30.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,Matches,
5,Vicente Guaita,es ESP,!merged,GK,36.0,27.0,26,2403.0,26.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
6,Carl Starfelt,se SWE,!merged,DF,28.0,27.0,26,2216.0,24.6,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.4,1.4,0.2,1.6,5.0,38.0,1.0,0.04,0.0,0.04,0.04,0.04,0.06,0.01,0.06,0.06,0.06,Matches,
7,Jonathan Bamba,ci CIV,!merged,"MF,FW",27.0,27.0,24,1981.0,22.0,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,4.7,7.7,107.0,80.0,169.0,0.14,0.09,0.23,0.14,0.23,0.14,0.21,0.35,0.14,0.35,Matches,
8,Luca de la Torre,us USA,!merged,MF,25.0,31.0,22,1956.0,21.7,1.0,4.0,5.0,1.0,0.0,0.0,4.0,1.0,2.5,2.5,1.4,3.9,58.0,93.0,88.0,0.05,0.18,0.23,0.05,0.23,0.11,0.07,0.18,0.11,0.18,Matches,
9,Manu Sánchez,es ESP,!merged,"DF,MF",22.0,26.0,20,1775.0,19.7,0.0,5.0,5.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,2.7,3.2,41.0,74.0,67.0,0.0,0.25,0.25,0.0,0.25,0.02,0.14,0.16,0.02,0.16,Matches,
10,Carlos Dominguez,es ESP,!merged,DF,22.0,22.0,18,1584.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.4,11.0,63.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02,Matches,
11,Renato Tapia,pe PER,!merged,"MF,DF",28.0,21.0,15,1337.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,0.6,1.6,9.0,61.0,14.0,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.11,0.07,0.11,Matches,
12,Iván Villar,es ESP,!merged,GK,26.0,12.0,12,1014.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,
13,Javier Manquillo,es ESP,!merged,"DF,MF",29.0,12.0,10,744.0,8.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.2,0.3,5.0,25.0,16.0,0.0,0.12,0.12,0.0,0.12,0.01,0.02,0.04,0.01,0.04,Matches,
14,Kevin Vázquez,es ESP,!merged,DF,30.0,12.0,10,700.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.2,0.2,6.0,28.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.0,0.03,Matches,
15,Jailson Siqueira,br BRA,!merged,"DF,MF",27.0,14.0,9,897.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.5,0.7,16.0,38.0,8.0,0.0,0.1,0.1,0.0,0.1,0.02,0.05,0.07,0.02,0.07,Matches,
16,Mihailo Ristić,rs SRB,!merged,"DF,MF",27.0,12.0,9,808.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.5,24.0,30.0,42.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,
17,Hugo Álvarez,es ESP,!merged,"MF,DF",20.0,12.0,8,762.0,8.5,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.5,2.6,36.0,34.0,80.0,0.12,0.12,0.24,0.12,0.24,0.12,0.18,0.3,0.12,0.3,Matches,
18,Hugo Sotelo,es ESP,!merged,MF,19.0,17.0,8,721.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,1.6,1.9,16.0,55.0,13.0,0.0,0.12,0.12,0.0,0.12,0.04,0.19,0.24,0.04,0.24,Matches,
19,Anastasios Douvikas,gr GRE,!merged,FW,23.0,32.0,7,905.0,10.1,7.0,1.0,8.0,7.0,0.0,0.0,2.0,0.0,4.6,4.6,1.3,5.9,10.0,13.0,53.0,0.7,0.1,0.8,0.7,0.8,0.46,0.13,0.59,0.46,0.59,Matches,
20,Carles Pérez,es ESP,!merged,"MF,DF",25.0,16.0,7,772.0,8.6,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.2,1.2,1.3,2.4,34.0,18.0,66.0,0.12,0.12,0.23,0.12,0.23,0.14,0.15,0.28,0.14,0.28,Matches,
21,Carlos Dotor,es ESP,!merged,MF,22.0,17.0,7,708.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.1,0.3,3.0,30.0,12.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches,
22,Franco Cervi,ar ARG,!merged,"MF,DF",29.0,17.0,5,546.0,6.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,2.0,2.5,16.0,24.0,36.0,0.0,0.16,0.16,0.0,0.16,0.08,0.34,0.41,0.08,0.41,Matches,
23,Williot Swedberg,se SWE,!merged,"FW,MF",19.0,15.0,4,439.0,4.9,5.0,0.0,5.0,5.0,0.0,0.0,1.0,0.0,2.3,2.3,0.2,2.5,7.0,6.0,26.0,1.03,0.0,1.03,1.03,1.03,0.47,0.04,0.51,0.47,0.51,Matches,
24,Joseph Aidoo,gh GHA,!merged,DF,27.0,6.0,4,407.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.04,0.02,0.04,Matches,
25,Damián Rodríguez,es ESP,!merged,MF,20.0,5.0,3,258.0,2.9,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8,0.8,2.0,9.0,4.0,0.0,0.7,0.7,0.0,0.7,0.01,0.27,0.28,0.01,0.28,Matches,
26,Tadeo Allende,ar ARG,!merged,"MF,FW",24.0,10.0,2,336.0,3.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,0.4,1.6,9.0,7.0,25.0,0.27,0.0,0.27,0.27,0.27,0.33,0.1,0.43,0.33,0.43,Matches,
27,Miguel Rodríguez,es ESP,!merged,MF,20.0,15.0,2,300.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.2,0.4,14.0,8.0,35.0,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.11,0.07,0.11,Matches,
28,Yoel Lago,es ESP,!merged,DF,19.0,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
29,Javier Rueda Garcia,es ESP,!merged,"MF,DF",21.0,1.0,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
30,Gabriel Veiga,es ESP,!merged,FW,21.0,1.0,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
31,Coke Carrillo,es ESP,!merged,GK,21.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
32,Javier Dominguez,es ESP,!merged,DF,22.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
33,César Fernández,es ESP,!merged,GK,19.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
34,Agustín Marchesín,ar ARG,!merged,GK,35.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
35,Gonçalo Paciência,pt POR,!merged,FW,28.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
36,Javi Rodríguez,es ESP,!merged,DF,20.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
37,Ruly,es ESP,!merged,GK,23.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
38,Squad Total,,!merged,,26.7,38.0,418,3420.0,38.0,45.0,35.0,80.0,42.0,3.0,5.0,66.0,5.0,50.7,46.9,38.2,85.1,660.0,1345.0,1332.0,1.18,0.92,2.11,1.11,2.03,1.34,1.01,2.34,1.23,2.24,,
39,Opponent Total,,!merged,,27.1,38.0,418,3420.0,38.0,54.0,32.0,86.0,48.0,6.0,8.0,89.0,4.0,54.6,48.4,35.9,84.3,651.0,1535.0,1517.0,1.42,0.84,2.26,1.26,2.11,1.44,0.95,2.38,1.27,2.22,,
0,David Soria,es ESP,!merged,GK,30.0,38.0,38,3413.0,37.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
1,Nemanja Maksimović,rs SRB,!merged,MF,28.0,37.0,37,3265.0,36.3,4.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,5.5,5.5,1.1,6.6,22.0,73.0,35.0,0.11,0.0,0.11,0.11,0.11,0.15,0.03,0.18,0.15,0.18,Matches,
