Unnamed: 0,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,Team,Unnamed: 4_level_0_MP
0,Gonzalo Verd�,es ESP,DF,31,,33,2944,32.7,0,2,2,0,0,0,11,0,1.6,1.6,2,3.6,10,63,1,0,0.06,0.06,0,0.06,0.05,0.06,0.11,0.05,0.11,Matches,merged_,33
1,Raúl Gut,es ESP,MF,23,,33,2862,31.8,3,1,4,3,0,0,4,1,1.8,1.8,0.6,2.4,25,95,22,0.09,0.03,0.13,0.09,0.13,0.06,0.02,0.07,0.06,0.07,Matches,merged_,36
2,Lucas Boy�,ar ARG,FW,24,,32,2694,29.9,7,2,9,7,0,0,9,1,5.2,5.2,1.1,6.3,43,54,117,0.23,0.07,0.3,0.23,0.3,0.17,0.04,0.21,0.17,0.21,Matches,merged_,34
3,�dgar Bad�a,es ESP,GK,28,,30,2700,30,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Matches,merged_,30
4,Iván Marcon,ar ARG,MF,30,,30,2645,29.4,0,0,0,0,0,0,10,1,0.1,0.1,0.6,0.7,15,103,11,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches,merged_,33
5,Fidel,es ESP,"MF,DF",30,,28,2396,26.6,6,3,9,4,2,3,8,0,4.3,1.9,5,7,82,97,123,0.23,0.11,0.34,0.15,0.26,0.16,0.19,0.35,0.07,0.26,Matches,merged_,30
6,Antonio Barragá,es ESP,DF,33,,26,2235,24.8,0,3,3,0,0,0,8,0,0.9,0.9,0.7,1.6,34,69,63,0,0.12,0.12,0,0.12,0.04,0.03,0.07,0.04,0.07,Matches,merged_,27
7,Josan,es ESP,"MF,DF",30,,24,1926,21.4,4,2,6,4,0,0,3,0,1.2,1.2,1.5,2.8,65,40,92,0.19,0.09,0.28,0.19,0.28,0.06,0.07,0.13,0.06,0.13,Matches,merged_,33
8,Tete Morente,es ESP,"MF,FW",23,,23,2019,22.4,2,5,7,2,0,0,5,0,1.7,1.7,1.9,3.6,45,48,130,0.09,0.22,0.31,0.09,0.31,0.07,0.08,0.16,0.07,0.16,Matches,merged_,30
9,Pere Milla,es ESP,"FW,MF",27,,22,1981,22,4,3,7,4,0,0,6,0,5,5,2.1,7.1,27,46,79,0.18,0.14,0.32,0.18,0.32,0.23,0.1,0.32,0.23,0.32,Matches,merged_,32
10,Josema,es ESP,DF,24,,21,1966,21.8,0,1,1,0,0,0,3,0,0.3,0.3,0.5,0.8,29,48,30,0,0.05,0.05,0,0.05,0.02,0.02,0.04,0.02,0.04,Matches,merged_,29
11,Dani Calvo,es ESP,DF,26,,19,1779,19.8,2,0,2,2,0,0,3,0,1.3,1.3,0,1.3,2,31,2,0.1,0,0.1,0.1,0.1,0.06,0,0.06,0.06,0.06,Matches,merged_,23
12,Diego Gonzále,es ESP,DF,25,,15,1280,14.2,1,0,1,1,0,0,5,0,0.4,0.4,0.1,0.5,7,36,1,0.07,0,0.07,0.07,0.07,0.03,0.01,0.03,0.03,0.03,Matches,merged_,19
13,Johan Mojica,co COL,DF,27,,14,1204,13.4,0,0,0,0,0,0,3,0,0.2,0.2,0.8,1,26,35,47,0,0,0,0,0,0.01,0.06,0.07,0.01,0.07,Matches,merged_,17
14,Emiliano Rigoni,ar ARG,MF,27,,12,1139,12.7,1,1,2,1,0,0,5,0,2.4,2.4,1.7,4.1,25,22,64,0.08,0.08,0.16,0.08,0.16,0.19,0.14,0.32,0.19,0.32,Matches,merged_,23
15,Guido Carrillo,ar ARG,FW,29,,11,1002,11.1,3,2,5,3,0,0,3,0,2.5,2.5,1.1,3.6,9,31,30,0.27,0.18,0.45,0.27,0.45,0.22,0.1,0.32,0.22,0.32,Matches,merged_,21
16,Omenuke Mfulu,cd COD,MF,26,,9,789,8.8,0,0,0,0,0,0,4,0,0.1,0.1,0.1,0.2,3,18,1,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,Matches,merged_,20
17,Helibelton Palacios,co COL,DF,27,,8,743,8.3,0,0,0,0,0,0,0,0,0,0,0.2,0.2,8,21,11,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches,merged_,11
18,Paulo Gazzaniga,ar ARG,GK,28,,8,720,8,0,0,0,0,0,0,3,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches,merged_,8
19,Juan Sánchez Mi�,ar ARG,"DF,MF",30,,5,495,5.5,0,0,0,0,0,0,2,0,0,0,0.1,0.1,8,9,18,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches,merged_,9
20,Cifu,es ESP,DF,29,,4,451,5,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,9,10,16,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches,merged_,11
21,Pablo Piatti,ar ARG,"MF,FW",31,,3,361,4,0,0,0,0,0,0,1,0,0.5,0.5,0.2,0.8,8,10,31,0,0,0,0,0,0.13,0.06,0.2,0.13,0.2,Matches,merged_,9
22,Víctor Rodrígu,es ESP,MF,31,,2,426,4.7,0,0,0,0,0,0,1,0,0,0,1,1,9,25,7,0,0,0,0,0,0,0.21,0.21,0,0.21,Matches,merged_,16
23,Luismi,es ESP,"MF,DF",28,,2,168,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,Matches,merged_,11
24,Jony Álam,es ESP,MF,18,,1,73,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches,merged_,1
25,Youssouf Kon�,ml MLI,"DF,MF",25,,1,73,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,Matches,merged_,3
26,John Donald,es ESP,"DF,MF",19,,1,50,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,merged_,2
27,Jeison Lucum�,co COL,MF,25,,1,49,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,Matches,merged_,2
28,Nino,es ESP,"FW,MF",40,,0,284,3.2,0,0,0,0,0,0,1,0,0.6,0.6,0.7,1.3,7,6,15,0,0,0,0,0,0.2,0.23,0.42,0.2,0.42,Matches,merged_,16
29,Ramón Folc,es ESP,MF,30,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,merged_,1
30,Lluis Andreu,es ESP,GK,21,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
31,Gerard Barri,es ESP,DF,19,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
32,Diego Bri,es ESP,FW,17,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
33,Luis Castillo,es ESP,GK,20,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
34,Césa,es ESP,MF,19,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
35,Cheikh Diamanka,es ESP,DF,19,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
36,Mourad El Ghezouani,ma MAR,FW,22,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
37,Diego Matías Rodrígu,ar ARG,GK,31,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
38,Claudio Medina,es ESP,FW,26,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
39,Ignacio Pastor,es ESP,DF,17,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
40,José Salina,es ESP,"DF,MF",19,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
41,Squad Total,,,28.1,,418,3420,38,33,25,58,31,2,3,99,3,29.9,27.5,21.8,49.4,500,927,920,0.87,0.66,1.53,0.82,1.47,0.79,0.57,1.36,0.72,1.3,,merged_,38
42,Opponent Total,,,27.4,,418,3420,38,54,43,97,48,6,10,79,2,60.9,53.2,44,97.2,702,1646,1629,1.42,1.13,2.55,1.26,2.39,1.6,1.16,2.76,1.4,2.56,,merged_,38
0,Marc Cucurella,es ESP,MF,22,37,37,3244,36,3,2,5,3,0,0,8,0,1.9,1.8,3.6,5.4,77,103,219,0.08,0.06,0.14,0.08,0.14,0.05,0.1,0.15,0.05,0.15,Matches,merged_,
1,Djen�,tg TOG,DF,28,34,34,2941,32.7,0,1,1,0,0,0,8,2,0.2,0.2,0.4,0.5,11,71,11,0,0.03,0.03,0,0.03,0.01,0.01,0.02,0.01,0.02,Matches,merged_,
2,Nemanja Maksimovi�,rs SRB,MF,25,35,34,2728,30.3,1,0,1,1,0,0,5,0,2,2,0.9,2.9,20,55,32,0.03,0,0.03,0.03,0.03,0.07,0.03,0.1,0.07,0.1,Matches,merged_,
3,Mauro Arambarri,uy URU,MF,24,34,33,2983,33.1,3,0,3,3,0,0,11,0,2.1,2.1,2,4,38,119,50,0.09,0,0.09,0.09,0.09,0.06,0.06,0.12,0.06,0.12,Matches,merged_,
4,Mathías Oliver,uy URU,DF,22,31,30,2614,29,0,0,0,0,0,0,6,0,2.5,2.5,2.1,4.6,49,102,59,0,0,0,0,0,0.09,0.07,0.16,0.09,0.16,Matches,merged_,
5,David Soria,es ESP,GK,27,28,28,2520,28,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,merged_,
6,Damián Suár,uy URU,DF,32,31,28,2434,27,1,0,1,1,0,0,13,1,0.3,0.3,1,1.3,28,135,53,0.04,0,0.04,0.04,0.04,0.01,0.04,0.05,0.01,0.05,Matches,merged_,
7,Allan Nyom,cm CMR,"MF,DF",32,31,28,2323,25.8,0,2,2,0,0,0,10,1,1,1,2.3,3.3,35,59,66,0,0.08,0.08,0,0.08,0.04,0.09,0.13,0.04,0.13,Matches,merged_,
8,Jaime Mata,es ESP,FW,31,33,23,2037,22.6,5,0,5,4,1,2,9,1,7,5.5,1.2,6.7,14,32,134,0.22,0,0.22,0.18,0.18,0.31,0.05,0.36,0.24,0.29,Matches,merged_,
9,Cucho,co COL,"FW,MF",21,23,18,1466,16.3,2,3,5,2,0,0,5,0,2.7,2.7,1.3,4,51,40,98,0.12,0.18,0.31,0.12,0.31,0.17,0.08,0.25,0.17,0.25,Matches,merged_,
10,David Timor,es ESP,"MF,DF",30,30,15,1395,15.5,0,0,0,0,0,0,5,1,0.6,0.6,1.2,1.7,7,70,4,0,0,0,0,0,0.04,0.08,0.11,0.04,0.11,Matches,merged_,
11,Carles Aleñ,es ESP,"MF,FW",22,22,15,1366,15.2,2,2,4,2,0,0,1,0,1.7,1.7,2.7,4.3,20,77,51,0.13,0.13,0.26,0.13,0.26,0.11,0.18,0.29,0.11,0.29,Matches,merged_,
12,Erick Cabaco,uy URU,DF,25,20,15,1326,14.7,0,0,0,0,0,0,9,0,0.5,0.5,0,0.5,6,44,1,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches,merged_,
13,Enes Üna,tr TUR,FW,23,28,15,1318,14.6,4,2,6,3,1,1,4,0,4.8,4,1.5,5.5,14,28,70,0.27,0.14,0.41,0.2,0.34,0.32,0.1,0.43,0.27,0.37,Matches,merged_,
14,�ngel Rodr�guez,es ESP,"FW,MF",33,33,12,1374,15.3,5,0,5,4,1,2,4,0,5.7,4.1,0.6,4.7,23,15,94,0.33,0,0.33,0.26,0.26,0.37,0.04,0.41,0.27,0.31,Matches,merged_,
15,Rubén Yá�,es ESP,GK,26,10,10,900,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,merged_,
16,Sofian Chakla,ma MAR,DF,26,11,9,897,10,0,0,0,0,0,0,5,0,0.3,0.3,0.1,0.4,2,20,1,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,Matches,merged_,
17,Xabier Etxeita,es ESP,DF,32,11,9,883,9.8,0,0,0,0,0,0,3,0,0.4,0.4,0.3,0.7,2,25,1,0,0,0,0,0,0.04,0.03,0.07,0.04,0.07,Matches,merged_,
18,Takefusa Kubo,jp JPN,"MF,FW",19,18,8,805,8.9,1,1,2,1,0,0,2,0,0.7,0.7,1.2,1.9,21,25,57,0.11,0.11,0.22,0.11,0.22,0.08,0.13,0.21,0.08,0.21,Matches,merged_,
19,Iglesias,es ESP,"DF,MF",22,10,7,605,6.7,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.5,5,13,14,0,0,0,0,0,0.02,0.05,0.07,0.02,0.07,Matches,merged_,
20,Chema,es ESP,"DF,MF",28,10,7,557,6.2,0,0,0,0,0,0,3,1,0.1,0.1,0.2,0.3,2,17,0,0,0,0,0,0,0.01,0.04,0.05,0.01,0.05,Matches,merged_,
21,Francisco Portillo,es ESP,"MF,FW",30,16,3,418,4.6,0,1,1,0,0,0,1,0,0,0,0.5,0.5,8,35,29,0,0.22,0.22,0,0.22,0,0.1,0.1,0,0.1,Matches,merged_,
22,Victor Mollejo,es ESP,"MF,DF",19,4,0,72,0.8,0,0,0,0,0,0,0,0,0,0,0.1,0.1,3,2,8,0,0,0,0,0,0,0.11,0.11,0,0.11,Matches,merged_,
23,John Joe,ie IRL,"MF,FW",16,6,0,65,0.7,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,1,1,10,0,0,0,0,0,0.31,0,0.31,0.31,0.31,Matches,merged_,
24,Sabit Abdulai,gh GHA,MF,21,3,0,60,0.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,Matches,merged_,
25,Emmanuel Amankwaa Akurugu,gh GHA,DF,18,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,Matches,merged_,
26,José Antonio Mirand,gq EQG,"MF,DF",22,4,0,26,0.3,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,2,0,3,0,0,0,0,0,0.19,0,0.19,0.19,0.19,Matches,merged_,
27,Mamor Niang,sn SEN,"MF,FW",18,1,0,22,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,2,0,0,0,0,0,0.28,0,0.28,0.28,0.28,Matches,merged_,
28,Abdoulay Diaby,ml MLI,DF,29,1,0,18,0.2,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,2,0,4,0,0,0,0,0,1.31,0.34,1.65,1.31,1.65,Matches,merged_,
29,Ante Palaversa,hr CRO,MF,20,2,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,1.43,1.43,0,1.43,Matches,merged_,
30,Darío Poved,es ESP,FW,23,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,Matches,merged_,
31,David Alba,es ESP,MF,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,
32,Chinchu,es ESP,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,
33,Ryan Nolan,ie IRL,DF,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,
34,Squad Total,,,26.7,38,418,3420,38,27,14,41,24,3,5,120,7,34.4,30.5,23.6,54.1,443,1090,1076,0.71,0.37,1.08,0.63,1,0.91,0.62,1.53,0.8,1.42,,merged_,
35,Opponent Total,,,27.4,38,418,3420,38,40,26,66,33,7,8,106,6,40.3,34,25.8,59.8,454,1195,1180,1.05,0.68,1.74,0.87,1.55,1.06,0.68,1.74,0.9,1.57,,merged_,
0,Rui Silva,pt POR,GK,26,,32,2880,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,merged_,32
1,Dimitri Foulquier,fr FRA,DF,27,,32,2663,29.6,0,4,4,0,0,0,7,0,0.8,0.8,1.5,2.3,49,63,68,0,0.14,0.14,0,0.14,0.03,0.05,0.08,0.03,0.08,Matches,merged_,32
2,Germán Sánch,es ESP,DF,33,,29,2638,29.3,3,1,4,3,0,0,11,1,2.3,2.3,0.1,2.4,5,45,5,0.1,0.03,0.14,0.1,0.14,0.08,0,0.08,0.08,0.08,Matches,merged_,34
3,Domingos Duarte,pt POR,DF,25,,27,2363,26.3,1,0,1,1,0,0,5,1,1.4,1.4,0.5,1.9,17,79,3,0.04,0,0.04,0.04,0.04,0.05,0.02,0.07,0.05,0.07,Matches,merged_,29
4,Yangel Herrera,ve VEN,MF,22,,25,2310,25.7,3,1,4,3,0,0,7,0,2.6,2.6,1,3.5,13,117,36,0.12,0.04,0.16,0.12,0.16,0.1,0.04,0.14,0.1,0.14,Matches,merged_,32
5,Antonio Puertas,es ESP,"FW,MF",28,,22,2170,24.1,3,5,8,3,0,0,6,0,3.3,3.3,2.3,5.6,49,47,140,0.12,0.21,0.33,0.12,0.33,0.14,0.1,0.23,0.14,0.23,Matches,merged_,35
6,Darwin Machí,ve VEN,"FW,MF",27,,21,2026,22.5,5,5,10,5,0,1,1,0,5.1,4.3,5,9.3,68,37,119,0.22,0.22,0.44,0.22,0.44,0.22,0.22,0.45,0.19,0.41,Matches,merged_,32
7,Carlos Neva,es ESP,DF,24,,21,1797,20,0,0,0,0,0,0,1,0,0.5,0.5,0.3,0.8,17,34,54,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,Matches,merged_,22
8,Luis Javier Suáre,co COL,"FW,MF",22,,18,1666,18.5,5,1,6,5,0,0,6,0,6.4,6.4,2,8.4,33,33,90,0.27,0.05,0.32,0.27,0.32,0.34,0.11,0.45,0.34,0.45,Matches,merged_,27
9,Maxime Gonalons,fr FRA,MF,31,,18,1480,16.4,0,1,1,0,0,0,7,1,0.2,0.2,1,1.2,18,68,8,0,0.06,0.06,0,0.06,0.01,0.06,0.07,0.01,0.07,Matches,merged_,25
10,Kenedy,br BRA,"FW,MF",24,,18,1471,16.3,4,3,7,4,0,0,3,0,2,2,2.7,4.7,30,23,59,0.24,0.18,0.43,0.24,0.43,0.12,0.16,0.29,0.12,0.29,Matches,merged_,28
11,Jorge Molina,es ESP,FW,38,,17,1615,17.9,8,2,10,8,0,1,3,0,6,5.2,2.3,7.5,7,56,95,0.45,0.11,0.56,0.45,0.56,0.33,0.13,0.46,0.29,0.42,Matches,merged_,33
12,�ngel Montoro,es ESP,MF,32,,17,1362,15.1,1,1,2,0,1,1,6,0,1.3,0.5,2.7,3.2,1,91,22,0.07,0.07,0.13,0,0.07,0.09,0.18,0.26,0.04,0.21,Matches,merged_,22
13,Roberto Soldado,es ESP,FW,35,,16,1438,16,9,0,9,7,2,2,8,1,5.6,4.1,0.6,4.7,12,19,82,0.56,0,0.56,0.44,0.44,0.35,0.04,0.39,0.26,0.29,Matches,merged_,29
14,Yan Brice Eteki,cm CMR,MF,22,,16,1321,14.7,0,0,0,0,0,0,4,1,0.3,0.3,0.1,0.4,0,24,9,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,Matches,merged_,25
15,Jesús Vallej,es ESP,DF,23,,15,1348,15,0,0,0,0,0,0,2,1,0.1,0.1,0.1,0.2,8,37,4,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches,merged_,21
16,Luis Milla,es ESP,MF,25,,14,1253,13.9,1,1,2,1,0,0,1,0,0.6,0.6,2.3,2.9,11,56,21,0.07,0.07,0.14,0.07,0.14,0.04,0.17,0.21,0.04,0.21,Matches,merged_,16
17,Quini,es ESP,DF,30,,12,1191,13.2,1,0,1,1,0,0,5,0,0.4,0.4,0.2,0.7,18,30,48,0.08,0,0.08,0.08,0.08,0.03,0.02,0.05,0.03,0.05,Matches,merged_,19
18,Fede Vico,es ESP,"MF,FW",26,,9,767,8.5,0,0,0,0,0,0,1,0,0.7,0.7,1,1.8,28,29,46,0,0,0,0,0,0.09,0.12,0.21,0.09,0.21,Matches,merged_,20
19,Nehuén Pér,ar ARG,DF,20,,9,741,8.2,0,0,0,0,0,0,4,0,0.7,0.7,0,0.7,2,6,0,0,0,0,0,0,0.08,0,0.08,0.08,0.08,Matches,merged_,14
20,Víctor Dí,es ESP,DF,32,,7,828,9.2,0,2,2,0,0,0,3,0,0.4,0.4,0.5,0.9,8,32,9,0,0.22,0.22,0,0.22,0.05,0.05,0.1,0.05,0.1,Matches,merged_,17
21,Aarón Escandel,es ESP,GK,24,,5,450,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,merged_,5
22,Domingos Quina,pt POR,MF,20,,5,341,3.8,2,0,2,2,0,0,1,0,0.3,0.3,0.2,0.5,5,10,14,0.53,0,0.53,0.53,0.53,0.08,0.05,0.13,0.08,0.13,Matches,merged_,8
23,Alberto Soro,es ESP,"FW,MF",21,,3,393,4.4,1,2,3,1,0,0,1,0,0.7,0.7,0.3,1.1,6,15,24,0.23,0.46,0.69,0.23,0.69,0.17,0.08,0.25,0.17,0.25,Matches,merged_,15
24,Adrián Mar�,es ESP,"DF,MF",23,,3,269,3,0,1,1,0,0,0,1,0,0.1,0.1,0.3,0.3,5,17,2,0,0.33,0.33,0,0.33,0.02,0.08,0.1,0.02,0.1,Matches,merged_,9
25,Pepe Sánche,es ESP,DF,20,,3,253,2.8,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,2,0,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,Matches,merged_,3
26,Ramon Azeez,ng NGA,MF,27,,1,101,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,1,2,0,0,0,0,0,0.09,0,0.09,0.09,0.09,Matches,merged_,2
27,�ngel,es ESP,GK,18,,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,merged_,1
28,Barcia,es ESP,DF,19,,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches,merged_,1
29,Isma Ruiz,es ESP,MF,19,,1,67,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,merged_,1
30,Kingsley Fobi,gh GHA,DF,21,,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Matches,merged_,1
31,Dani Plomer,es ESP,FW,21,,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,merged_,1
32,Juan Brunet,ar ARG,MF,22,,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,merged_,2
33,�lvaro Bravo,es ESP,MF,22,,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,merged_,1
34,Eris Abedini,xk KVX,MF,21,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
35,Aranda,es ESP,MF,19,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
36,Antonio Corté,es ESP,FW,20,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
37,João Paulo Santos Cost,pt POR,GK,24,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
38,Echu,es ESP,MF,22,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
39,Arnau Fàbreg,es ESP,GK,20,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
40,Carlos Leó,es ESP,MF,17,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
41,Rafa,es ESP,GK,16,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
42,Raúl Torrent,es ESP,DF,18,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
43,Squad Total,,,27.4,,418,3420,38,47,30,77,44,3,5,97,6,41.1,37.3,26.8,64,411,975,961,1.24,0.79,2.03,1.16,1.95,1.08,0.7,1.79,0.98,1.68,,merged_,38
44,Opponent Total,,,27.6,,418,3420,38,64,41,105,58,6,12,104,6,56.2,46.8,38.2,85,636,1449,1431,1.68,1.08,2.76,1.53,2.61,1.48,1.01,2.48,1.23,2.24,,merged_,38
0,Dimitris Siovas,gr GRE,DF,31,,34,3071,34.1,2,0,2,2,0,0,5,0,3.1,3.1,0.7,3.8,22,69,7,0.06,0,0.06,0.06,0.06,0.09,0.02,0.11,0.09,0.11,Matches,merged_,36
1,Javi Galá,es ESP,DF,25,,34,3065,34.1,1,2,3,1,0,0,5,0,0.3,0.3,4,4.2,94,100,167,0.03,0.06,0.09,0.03,0.09,0.01,0.12,0.12,0.01,0.12,Matches,merged_,37
2,Jorge Pulido,es ESP,DF,29,,32,2885,32.1,1,0,1,1,0,0,6,1,2.6,2.6,0.3,2.9,39,99,19,0.03,0,0.03,0.03,0.03,0.08,0.01,0.09,0.08,0.09,Matches,merged_,33
3,Rafa Mir,es ESP,FW,23,,32,2877,32,13,1,14,11,2,3,2,0,15.3,13,1,14,42,39,117,0.41,0.03,0.44,0.34,0.38,0.48,0.03,0.51,0.41,0.44,Matches,merged_,38
4,David Ferreiro,es ESP,"MF,FW",32,,29,2527,28.1,2,4,6,2,0,0,5,0,1.8,1.8,6,7.8,68,113,182,0.07,0.14,0.21,0.07,0.21,0.06,0.21,0.28,0.06,0.28,Matches,merged_,37
5,Mikel Rico,es ESP,MF,35,,27,2183,24.3,1,4,5,1,0,0,2,0,2.4,2.4,1.3,3.7,21,88,72,0.04,0.16,0.21,0.04,0.21,0.1,0.06,0.15,0.1,0.15,Matches,merged_,32
6,Pablo Maffeo,es ESP,DF,23,,25,1964,21.8,1,4,5,1,0,0,4,0,0.7,0.7,2.7,3.4,47,60,112,0.05,0.18,0.23,0.05,0.23,0.03,0.12,0.15,0.03,0.15,Matches,merged_,25
7,Pedro Mosquera,es ESP,MF,32,,24,2050,22.8,0,0,0,0,0,0,1,0,0.3,0.3,0.7,1,18,141,8,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,Matches,merged_,27
8,Jaime Seoane,es ESP,MF,23,,23,2064,22.9,1,1,2,1,0,0,5,0,1.5,1.5,1.1,2.5,42,87,47,0.04,0.04,0.09,0.04,0.09,0.06,0.05,0.11,0.06,0.11,Matches,merged_,29
9,�lvaro Fern�ndez,es ESP,GK,22,,22,1980,22,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,merged_,22
10,Pablo Insua,es ESP,DF,26,,17,1587,17.6,0,0,0,0,0,0,9,0,0.2,0.2,0,0.2,3,20,3,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches,merged_,20
