Unnamed: 0,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,Team,Playing Time_MP
8,Omar Alderete,py PAR,DF,25.0,25.0,23,2047.0,22.7,1.0,1.0,2.0,1.0,0.0,0.0,9.0,0.0,0.6,0.6,0.8,1.4,28.0,96.0,8.0,0.04,0.04,0.09,0.04,0.09,0.03,0.03,0.06,0.03,0.06,Matches,Getafe,
9,Luis Milla,es ESP,MF,27.0,27.0,22,1856.0,20.6,0.0,3.0,3.0,0.0,0.0,0.0,6.0,1.0,0.3,0.3,1.3,1.5,15.0,104.0,7.0,0.0,0.15,0.15,0.0,0.15,0.01,0.06,0.07,0.01,0.07,Matches,Getafe,
10,Iglesias,es ESP,"DF,MF",24.0,32.0,21,2146.0,23.8,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.9,0.9,1.0,1.9,39.0,50.0,100.0,0.04,0.0,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.08,Matches,Getafe,
11,Stefan Mitrović,rs SRB,DF,32.0,22.0,18,1680.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.1,0.1,0.0,0.1,1.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Getafe,
12,Portu,es ESP,"MF,DF",30.0,34.0,17,1770.0,19.7,0.0,3.0,3.0,0.0,0.0,0.0,7.0,1.0,1.7,1.7,1.9,3.6,42.0,40.0,130.0,0.0,0.15,0.15,0.0,0.15,0.09,0.09,0.18,0.09,0.18,Matches,Getafe,
13,Gastón Álvarez,uy URU,DF,22.0,22.0,16,1501.0,16.7,2.0,0.0,2.0,2.0,0.0,0.0,7.0,1.0,0.5,0.5,0.2,0.8,11.0,38.0,27.0,0.12,0.0,0.12,0.12,0.12,0.03,0.01,0.05,0.03,0.05,Matches,Getafe,
14,Mauro Arambarri,uy URU,MF,26.0,13.0,13,992.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.2,0.2,1.5,1.8,8.0,33.0,7.0,0.0,0.09,0.09,0.0,0.09,0.02,0.14,0.16,0.02,0.16,Matches,Getafe,
15,Ángel Algobia,es ESP,MF,23.0,26.0,11,1138.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.6,0.9,10.0,42.0,11.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07,Matches,Getafe,
16,Munir El Haddadi,ma MAR,"MF,FW",26.0,28.0,10,1150.0,12.8,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,2.7,2.7,1.2,3.9,20.0,30.0,84.0,0.23,0.08,0.31,0.23,0.31,0.21,0.09,0.3,0.21,0.3,Matches,Getafe,
17,Fabrizio Angileri,ar ARG,DF,28.0,15.0,7,585.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.1,0.1,0.0,0.1,4.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Getafe,
18,Jaime Mata,es ESP,"FW,MF",33.0,18.0,5,437.0,4.9,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,1.9,1.9,1.3,3.2,2.0,10.0,33.0,0.21,0.21,0.41,0.21,0.41,0.4,0.27,0.66,0.4,0.66,Matches,Getafe,
19,Gonzalo Villar,es ESP,MF,24.0,16.0,3,457.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.1,0.1,0.3,0.4,13.0,27.0,9.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,Matches,Getafe,
20,Juanmi Latasa,es ESP,FW,21.0,18.0,2,448.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,0.6,1.7,0.0,19.0,33.0,0.2,0.0,0.2,0.2,0.2,0.22,0.12,0.34,0.22,0.34,Matches,Getafe,
21,Jaime Seoane,es ESP,"MF,FW",25.0,16.0,2,326.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,6.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.1,0.02,0.1,Matches,Getafe,
22,Jordan Amavi,fr FRA,DF,28.0,5.0,1,200.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Getafe,
23,Moises Parra Gutierrez,es ESP,FW,20.0,1.0,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Getafe,
24,Alejandro Revuelta Montero,es ESP,DF,22.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Getafe,
25,Emmanuel Amankwaa Akurugu,gh GHA,DF,20.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Getafe,
26,Vicente Bellmunt,es ESP,GK,22.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Getafe,
27,Kiko Casilla,es ESP,GK,35.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Getafe,
28,Diego Conde,es ESP,GK,23.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Getafe,
29,Santiago García,es ESP,MF,20.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Getafe,
30,John Joe,ie IRL,MF,18.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Getafe,
31,Pablo Ramírez,es ESP,DF,19.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Getafe,
32,Gorka Rivera Alonso,es ESP,DF,17.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Getafe,
33,Alex Rodríguez,es ESP,DF,20.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Getafe,
34,Squad Total,,,27.4,38.0,418,3420.0,38.0,34.0,21.0,55.0,29.0,5.0,8.0,126.0,9.0,36.7,30.4,22.5,53.0,365.0,1003.0,989.0,0.89,0.55,1.45,0.76,1.32,0.96,0.59,1.56,0.8,1.39,,Getafe,
35,Opponent Total,,,27.5,38.0,418,3420.0,38.0,43.0,29.0,72.0,39.0,4.0,8.0,91.0,7.0,46.0,39.8,31.0,70.8,689.0,1519.0,1504.0,1.13,0.76,1.89,1.03,1.79,1.21,0.82,2.03,1.05,1.86,,Getafe,
0,Santiago Bueno,uy URU,DF,23.0,,34,3010.0,33.4,0.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,1.3,1.3,1.0,2.3,30.0,148.0,4.0,0.0,0.03,0.03,0.0,0.03,0.04,0.03,0.07,0.04,0.07,Matches,Girona,34.0
1,Oriol Romeu,es ESP,MF,30.0,,33,2950.0,32.8,2.0,0.0,2.0,2.0,0.0,0.0,10.0,1.0,1.6,1.6,0.9,2.5,15.0,133.0,16.0,0.06,0.0,0.06,0.06,0.06,0.05,0.03,0.08,0.05,0.08,Matches,Girona,33.0
2,Valentín Castellanos,ar ARG,FW,23.0,,33,2597.0,28.9,13.0,0.0,13.0,12.0,1.0,1.0,11.0,0.0,11.2,10.4,1.7,12.1,30.0,34.0,128.0,0.45,0.0,0.45,0.42,0.42,0.39,0.06,0.45,0.36,0.42,Matches,Girona,35.0
3,Arnau Martinez,es ESP,DF,19.0,,32,2732.0,30.4,3.0,4.0,7.0,3.0,0.0,0.0,11.0,0.0,1.9,1.9,4.3,6.3,64.0,113.0,98.0,0.1,0.13,0.23,0.1,0.23,0.06,0.14,0.21,0.06,0.21,Matches,Girona,33.0
4,Paulo Gazzaniga,ar ARG,GK,30.0,,28,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Girona,28.0
5,Miguel Gutiérrez,es ESP,DF,21.0,,27,2390.0,26.6,2.0,3.0,5.0,2.0,0.0,0.0,6.0,0.0,0.8,0.8,3.3,4.1,81.0,125.0,148.0,0.08,0.11,0.19,0.08,0.19,0.03,0.12,0.15,0.03,0.15,Matches,Girona,34.0
6,Aleix García,es ESP,MF,25.0,,26,2337.0,26.0,1.0,5.0,6.0,1.0,0.0,0.0,1.0,0.0,1.8,1.8,6.2,8.0,41.0,156.0,76.0,0.04,0.19,0.23,0.04,0.23,0.07,0.24,0.31,0.07,0.31,Matches,Girona,30.0
7,Rodrigo Riquelme,es ESP,"MF,FW",22.0,,25,2179.0,24.2,4.0,4.0,8.0,4.0,0.0,0.0,1.0,0.0,4.0,4.0,3.7,7.7,116.0,85.0,171.0,0.17,0.17,0.33,0.17,0.33,0.17,0.15,0.32,0.17,0.32,Matches,Girona,34.0
8,David López,es ESP,DF,32.0,,19,1652.0,18.4,3.0,1.0,4.0,3.0,0.0,0.0,5.0,0.0,1.5,1.5,0.6,2.1,18.0,54.0,4.0,0.16,0.05,0.22,0.16,0.22,0.08,0.03,0.12,0.08,0.12,Matches,Girona,20.0
9,Iván Martín,es ESP,MF,23.0,,18,1586.0,17.6,3.0,3.0,6.0,3.0,0.0,0.0,2.0,0.0,2.4,2.4,2.2,4.7,30.0,56.0,82.0,0.17,0.17,0.34,0.17,0.34,0.14,0.13,0.27,0.14,0.27,Matches,Girona,24.0
10,Viktor Tsyhankov,ua UKR,MF,24.0,,17,1489.0,16.5,3.0,6.0,9.0,3.0,0.0,0.0,0.0,0.0,2.8,2.8,2.9,5.7,63.0,46.0,120.0,0.18,0.36,0.54,0.18,0.54,0.17,0.17,0.34,0.17,0.34,Matches,Girona,19.0
11,Juanpe,es ESP,DF,31.0,,17,1426.0,15.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.5,0.5,0.3,0.8,8.0,38.0,3.0,0.06,0.0,0.06,0.06,0.06,0.03,0.02,0.05,0.03,0.05,Matches,Girona,19.0
12,Bernardo Espinosa,co COL,DF,33.0,,14,1225.0,13.6,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,1.2,1.2,0.0,1.2,8.0,36.0,3.0,0.07,0.07,0.15,0.07,0.15,0.09,0.0,0.09,0.09,0.09,Matches,Girona,20.0
13,Javi Hernández,es ESP,DF,24.0,,13,1116.0,12.4,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,1.3,1.3,0.9,2.2,41.0,78.0,25.0,0.08,0.16,0.24,0.08,0.24,0.1,0.07,0.18,0.1,0.18,Matches,Girona,25.0
14,Yan Couto,br BRA,"DF,MF",20.0,,12,1158.0,12.9,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.5,0.5,2.5,3.0,56.0,55.0,89.0,0.08,0.16,0.23,0.08,0.23,0.04,0.19,0.23,0.04,0.23,Matches,Girona,25.0
15,Yangel Herrera,ve VEN,"MF,FW",24.0,,12,963.0,10.7,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,2.3,2.3,1.0,3.3,18.0,46.0,56.0,0.19,0.19,0.37,0.19,0.37,0.22,0.1,0.31,0.21,0.31,Matches,Girona,20.0
16,Toni Villa,es ESP,"MF,FW",27.0,,12,895.0,9.9,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.6,2.6,37.0,38.0,91.0,0.1,0.3,0.4,0.1,0.4,0.11,0.16,0.26,0.11,0.26,Matches,Girona,24.0
17,Juan Carlos,es ESP,GK,34.0,,10,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Girona,10.0
18,Borja García,es ESP,"MF,FW",31.0,,10,679.0,7.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.6,1.3,7.0,39.0,32.0,0.13,0.0,0.13,0.13,0.13,0.09,0.08,0.17,0.09,0.17,Matches,Girona,11.0
19,Cristhian Stuani,uy URU,FW,35.0,,8,1090.0,12.1,9.0,0.0,9.0,4.0,5.0,6.0,8.0,0.0,9.7,5.0,1.3,6.2,2.0,10.0,26.0,0.74,0.0,0.74,0.33,0.33,0.8,0.1,0.9,0.41,0.51,Matches,Girona,32.0
20,Valery Fernández,es ESP,"MF,DF",22.0,,7,967.0,10.7,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,1.2,1.9,18.0,20.0,84.0,0.0,0.19,0.19,0.0,0.19,0.07,0.11,0.18,0.07,0.18,Matches,Girona,25.0
21,Reinier,br BRA,"MF,FW",20.0,,5,647.0,7.2,2.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,1.5,1.5,0.6,2.0,13.0,25.0,27.0,0.28,0.14,0.42,0.28,0.42,0.2,0.08,0.28,0.2,0.28,Matches,Girona,18.0
22,Ramón Terrats,es ESP,MF,21.0,,2,212.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.1,0.08,0.1,Matches,Girona,8.0
23,Manu Vallejo,es ESP,"FW,MF",25.0,,2,206.0,2.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,7.0,10.0,25.0,0.0,0.44,0.44,0.0,0.44,0.02,0.12,0.14,0.02,0.14,Matches,Girona,7.0
24,Samuel Sáiz,es ESP,MF,31.0,,1,240.0,2.7,2.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.7,0.1,0.2,0.4,5.0,17.0,18.0,0.75,0.0,0.75,0.0,0.0,0.62,0.09,0.72,0.04,0.13,Matches,Girona,8.0
25,Oscar Ureña,do DOM,MF,19.0,,1,100.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,Matches,Girona,3.0
26,Ricard Artero,es ESP,"MF,FW",19.0,,0,133.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,4.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.35,0.35,0.35,Matches,Girona,7.0
27,Alexander Callens,pe PER,DF,30.0,,0,120.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Girona,6.0
28,Joel Roca,es ESP,"MF,FW",17.0,,0,84.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,3.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.27,0.04,0.31,0.27,0.31,Matches,Girona,5.0
29,Dawda Camara,mr MTN,FW,19.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Girona,0.0
30,Biel Farres,es ESP,DF,20.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Girona,0.0
31,Toni Fuidias,es ESP,GK,21.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Girona,0.0
32,Matas,es ESP,GK,20.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Girona,0.0
33,Eric Monjonell,es ESP,DF,20.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Girona,0.0
34,Álex Sala,es ESP,MF,21.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Girona,0.0
35,Pau Victor Delgado,es ESP,FW,20.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Girona,0.0
36,Squad Total,,,26.0,,418,3420.0,38.0,55.0,41.0,96.0,47.0,8.0,9.0,92.0,3.0,50.6,43.8,37.5,81.3,725.0,1378.0,1364.0,1.45,1.08,2.53,1.24,2.32,1.33,0.99,2.32,1.15,2.14,,Girona,38.0
37,Opponent Total,,,27.2,,418,3420.0,38.0,55.0,39.0,94.0,49.0,6.0,8.0,91.0,5.0,54.9,48.6,38.6,87.2,677.0,1439.0,1425.0,1.45,1.03,2.47,1.29,2.32,1.44,1.02,2.46,1.28,2.29,,Girona,38.0
0,Predrag Rajković,rs SRB,GK,26.0,,36,3240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.5,0.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Mallorca,36.0
1,Pablo Maffeo,es ESP,DF,25.0,,34,2975.0,33.1,2.0,4.0,6.0,2.0,0.0,0.0,6.0,1.0,1.8,1.8,3.0,4.8,67.0,61.0,134.0,0.06,0.12,0.18,0.06,0.18,0.05,0.09,0.14,0.05,0.14,Matches,Mallorca,35.0
2,Vedat Muriqi,xk KVX,FW,28.0,,34,2937.0,32.6,15.0,3.0,18.0,11.0,4.0,5.0,6.0,1.0,12.5,8.6,2.1,10.6,28.0,60.0,152.0,0.46,0.09,0.55,0.34,0.43,0.38,0.06,0.45,0.26,0.33,Matches,Mallorca,35.0
3,Lee Kang-in,kr KOR,"MF,FW",21.0,,33,2823.0,31.4,6.0,6.0,12.0,6.0,0.0,0.0,10.0,0.0,5.4,5.4,5.4,10.8,107.0,96.0,139.0,0.19,0.19,0.38,0.19,0.38,0.17,0.17,0.34,0.17,0.34,Matches,Mallorca,36.0
4,Antonio Raillo,es ESP,DF,30.0,,31,2766.0,30.7,2.0,3.0,5.0,2.0,0.0,0.0,11.0,1.0,0.6,0.6,1.1,1.7,8.0,50.0,5.0,0.07,0.1,0.16,0.07,0.16,0.02,0.03,0.05,0.02,0.05,Matches,Mallorca,31.0
5,Martin Valjent,sk SVK,DF,26.0,,30,2656.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.3,0.3,0.4,0.7,15.0,57.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,Mallorca,30.0
6,Jaume Costa,es ESP,DF,34.0,,30,2599.0,28.9,0.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,2.5,3.5,60.0,74.0,123.0,0.0,0.03,0.03,0.0,0.03,0.04,0.09,0.12,0.04,0.12,Matches,Mallorca,32.0
7,Iñigo Ruiz de Galarreta,es ESP,MF,28.0,,28,2449.0,27.2,0.0,1.0,1.0,0.0,0.0,0.0,12.0,0.0,0.3,0.3,1.4,1.7,20.0,127.0,21.0,0.0,0.04,0.04,0.0,0.04,0.01,0.05,0.06,0.01,0.06,Matches,Mallorca,30.0
8,Copete,es ESP,DF,22.0,,27,2206.0,24.5,1.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,1.0,0.5,0.2,0.7,14.0,58.0,3.0,0.04,0.0,0.04,0.04,0.04,0.04,0.01,0.05,0.02,0.03,Matches,Mallorca,28.0
9,Dani Rodríguez,es ESP,MF,34.0,,26,2100.0,23.3,3.0,6.0,9.0,3.0,0.0,0.0,8.0,0.0,2.4,2.4,3.2,5.6,43.0,76.0,64.0,0.13,0.26,0.39,0.13,0.39,0.1,0.14,0.24,0.1,0.24,Matches,Mallorca,35.0
10,Iddrisu Baba,gh GHA,"MF,DF",26.0,,20,1705.0,18.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.6,0.6,0.2,0.8,3.0,47.0,8.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,Mallorca,29.0
11,Amath,sn SEN,"MF,FW",26.0,,12,1227.0,13.6,2.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,2.7,2.7,0.8,3.5,33.0,16.0,69.0,0.15,0.0,0.15,0.15,0.15,0.2,0.06,0.25,0.2,0.25,Matches,Mallorca,28.0
12,Antonio Sánchez,es ESP,"MF,DF",25.0,,11,1076.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.6,0.6,0.8,1.4,22.0,34.0,56.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.12,0.05,0.12,Matches,Mallorca,32.0
13,Matija Nastasić,rs SRB,DF,29.0,,10,906.0,10.1,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.5,0.5,0.0,0.5,4.0,25.0,1.0,0.1,0.0,0.1,0.1,0.1,0.05,0.0,0.05,0.05,0.05,Matches,Mallorca,14.0
14,Giovanni González,uy URU,DF,27.0,,9,926.0,10.3,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,1.2,1.4,10.0,28.0,39.0,0.0,0.19,0.19,0.0,0.19,0.02,0.12,0.14,0.02,0.14,Matches,Mallorca,15.0
15,Manu Morlanes,es ESP,MF,23.0,,9,706.0,7.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.3,0.3,0.7,1.0,10.0,26.0,6.0,0.13,0.0,0.13,0.13,0.13,0.03,0.09,0.12,0.03,0.12,Matches,Mallorca,12.0
16,Rodrigo Battaglia,ar ARG,MF,31.0,,8,686.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.0,0.2,3.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,Mallorca,15.0
17,Dennis Hadzikadunic,ba BIH,DF,24.0,,7,614.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,Mallorca,8.0
18,Clément Grenier,fr FRA,MF,31.0,,6,718.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.2,0.2,1.1,1.3,4.0,40.0,26.0,0.0,0.0,0.0,0.0,0.0,0.03,0.14,0.17,0.03,0.17,Matches,Mallorca,21.0
19,Tino Kadewere,zw ZIM,"FW,MF",26.0,,5,542.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.6,1.6,0.6,2.2,14.0,4.0,29.0,0.17,0.0,0.17,0.17,0.17,0.26,0.1,0.37,0.26,0.37,Matches,Mallorca,15.0
20,Abdón Prats,es ESP,"FW,MF",29.0,,2,416.0,4.6,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,1.4,2.1,1.0,8.0,15.0,0.22,0.22,0.43,0.22,0.43,0.15,0.31,0.45,0.15,0.45,Matches,Mallorca,26.0
21,Ángel Rodríguez,es ESP,"FW,MF",35.0,,2,394.0,4.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.8,2.8,0.1,2.8,4.0,6.0,19.0,0.23,0.0,0.23,0.23,0.23,0.63,0.02,0.64,0.63,0.64,Matches,Mallorca,17.0
22,Braian Cufré,ar ARG,DF,25.0,,2,220.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,3.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,Mallorca,5.0
23,Franco Russo,ar ARG,DF,27.0,,2,145.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Mallorca,3.0
24,Ludwig Augustinsson,se SWE,DF,28.0,,1,132.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Mallorca,4.0
25,Josep Antoni Gayá,es ESP,"DF,MF",22.0,,1,98.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Mallorca,2.0
26,Dominik Greif,sk SVK,GK,25.0,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Mallorca,1.0
27,Leo Román,es ESP,GK,22.0,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Mallorca,1.0
28,Lago Junior,ci CIV,"FW,MF",31.0,,0,52.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Mallorca,5.0
29,Javier Llabrés,es ESP,FW,19.0,,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Mallorca,1.0
30,Rubén Quintanilla,es ESP,DF,20.0,,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Mallorca,1.0
31,Marcos Fernández Cózar,es ESP,DF,19.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Mallorca,0.0
32,Benjamín Garay,ar ARG,DF,22.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Mallorca,0.0
33,Pere Joan,es ESP,GK,20.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Mallorca,0.0
34,Miguel Llabrés,es ESP,MF,22.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Mallorca,0.0
35,Miguelito,es ESP,DF,21.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Mallorca,0.0
36,Cristóbal Montiel,es ESP,MF,22.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Mallorca,0.0
37,Luis Montiel,es ESP,MF,18.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Mallorca,0.0
